"year","month","day","hour","avg_wind_speed"
"2010","1","19","15","4.5600000000000000"
"2010","1","19","16","4.7933333333333333"
"2010","1","19","17","3.5575000000000000"
"2010","1","19","18","3.6491666666666667"
"2010","1","19","19","2.6916666666666667"
"2010","1","19","20","1.6700000000000000"
"2010","1","19","21","2.1650000000000000"
"2010","1","19","22","2.4591666666666667"
"2010","1","19","23","2.1191666666666667"
"2010","1","19","24","1.7958333333333333"
"2010","1","20","1","1.2825000000000000"
"2010","1","20","2","1.7316666666666667"
"2010","1","20","3","0.71166666666666666667"
"2010","1","20","4","0.17083333333333333333"
"2010","1","20","5","0.37166666666666666667"
"2010","1","20","6","0.52750000000000000000"
"2010","1","20","7","0.32666666666666666667"
"2010","1","20","8","0.65000000000000000000"
"2010","1","20","9","0.77333333333333333333"
"2010","1","20","10","1.3600000000000000"
"2010","1","20","11","1.9333333333333333"
"2010","1","20","12","1.8241666666666667"
"2010","1","20","13","2.0108333333333333"
"2010","1","20","14","3.8825000000000000"
"2010","1","20","15","4.2675000000000000"
"2010","1","20","16","3.7125000000000000"
"2010","1","20","17","2.9383333333333333"
"2010","1","20","18","2.1500000000000000"
"2010","1","20","19","2.1191666666666667"
"2010","1","20","20","1.4525000000000000"
"2010","1","20","21","1.3908333333333333"
"2010","1","20","22","1.1733333333333333"
"2010","1","20","23","1.4525000000000000"
"2010","1","20","24","0.65000000000000000000"
"2010","1","21","1","0.40416666666666666667"
"2010","1","21","2","0.69583333333333333333"
"2010","1","21","3","0.71250000000000000000"
"2010","1","21","4","0.72666666666666666667"
"2010","1","21","5","0.85000000000000000000"
"2010","1","21","6","0.74250000000000000000"
"2010","1","21","7","0.48000000000000000000"
"2010","1","21","8","0.38750000000000000000"
"2010","1","21","9","0.71166666666666666667"
"2010","1","21","10","0.85000000000000000000"
"2010","1","21","11","1.5933333333333333"
"2010","1","21","12","2.1491666666666667"
"2010","1","21","13","2.3033333333333333"
"2010","1","21","14","1.9808333333333333"
"2010","1","21","15","2.3800000000000000"
"2010","1","21","16","3.6341666666666667"
"2010","1","21","17","3.3250000000000000"
"2010","1","21","18","1.7466666666666667"
"2010","1","21","19","0.98916666666666666667"
"2010","1","21","20","1.1758333333333333"
"2010","1","21","21","2.3666666666666667"
"2010","1","21","22","1.6983333333333333"
"2010","1","21","23","0.75750000000000000000"
"2010","1","21","24","0.71166666666666666667"
"2010","1","22","1","1.2350000000000000"
"2010","1","22","2","0.84916666666666666667"
"2010","1","22","3","0.32583333333333333333"
"2010","1","22","4","0.46416666666666666667"
"2010","1","22","5","1.03416666666666666667"
"2010","1","22","6","1.06666666666666666667"
"2010","1","22","7","1.03666666666666666667"
"2010","1","22","8","1.1900000000000000"
"2010","1","22","9","1.3308333333333333"
"2010","1","22","10","1.3283333333333333"
"2010","1","22","11","2.2733333333333333"
"2010","1","22","12","2.8433333333333333"
"2010","1","22","13","3.3091666666666667"
"2010","1","22","14","3.9275000000000000"
"2010","1","22","15","3.9733333333333333"
"2010","1","22","16","3.2625000000000000"
"2010","1","22","17","2.7975000000000000"
"2010","1","22","18","2.5666666666666667"
"2010","1","22","19","1.2366666666666667"
"2010","1","22","20","0.97500000000000000000"
"2010","1","22","21","0.41833333333333333333"
"2010","1","22","22","0.40166666666666666667"
"2010","1","22","23","0.43333333333333333333"
"2010","1","22","24","0.80333333333333333333"
"2010","1","23","1","0.18500000000000000000"
"2010","1","23","2","0.68083333333333333333"
"2010","1","23","3","0.72666666666666666667"
"2010","1","23","4","0.46500000000000000000"
"2010","1","23","5","0.81916666666666666667"
"2010","1","23","6","0.82000000000000000000"
"2010","1","23","7","0.34000000000000000000"
"2010","1","23","8","0.09416666666666666667"
"2010","1","23","9","0.84916666666666666667"
"2010","1","23","10","0.94333333333333333333"
"2010","1","23","11","1.2833333333333333"
"2010","1","23","12","1.6841666666666667"
"2010","1","23","13","1.8550000000000000"
"2010","1","23","14","1.7333333333333333"
"2010","1","23","15","1.08250000000000000000"
"2010","1","23","16","1.5483333333333333"
"2010","1","23","17","1.4525000000000000"
"2010","1","23","18","2.2108333333333333"
"2010","1","23","19","1.4216666666666667"
"2010","1","23","20","0.91250000000000000000"
"2010","1","23","21","0.77250000000000000000"
"2010","1","23","22","1.3441666666666667"
"2010","1","23","23","0.34083333333333333333"
"2010","1","23","24","0.74250000000000000000"
"2010","1","24","1","0.41916666666666666667"
"2010","1","24","2","0.21833333333333333333"
"2010","1","24","3","0.32583333333333333333"
"2010","1","24","4","0.46583333333333333333"
"2010","1","24","5","0.57250000000000000000"
"2010","1","24","6","0.68000000000000000000"
"2010","1","24","7","0.81916666666666666667"
"2010","1","24","8","0.37250000000000000000"
"2010","1","24","9","0.86500000000000000000"
"2010","1","24","10","1.5300000000000000"
"2010","1","24","11","1.4683333333333333"
"2010","1","24","12","0.98916666666666666667"
"2010","1","24","13","1.1741666666666667"
"2010","1","24","14","1.6400000000000000"
"2010","1","24","15","1.8091666666666667"
"2010","1","24","16","2.7058333333333333"
"2010","1","24","17","2.6600000000000000"
"2010","1","24","18","2.3658333333333333"
"2010","1","24","19","1.4241666666666667"
"2010","1","24","20","0.48083333333333333333"
"2010","1","24","21","1.2508333333333333"
"2010","1","24","22","0.45000000000000000000"
"2010","1","24","23","0.29416666666666666667"
"2010","1","24","24","0.69583333333333333333"
"2010","1","25","1","0.54166666666666666667"
"2010","1","25","2","0.86583333333333333333"
"2010","1","25","3","0.46500000000000000000"
"2010","1","25","4","0.72666666666666666667"
"2010","1","25","5","1.2058333333333333"
"2010","1","25","6","0.77416666666666666667"
"2010","1","25","7","0.45000000000000000000"
"2010","1","25","8","0.35833333333333333333"
"2010","1","25","9","0.69500000000000000000"
"2010","1","25","10","1.03583333333333333333"
"2010","1","25","11","1.2675000000000000"
"2010","1","25","12","1.8541666666666667"
"2010","1","25","13","2.5200000000000000"
"2010","1","25","14","2.9233333333333333"
"2010","1","25","15","3.2616666666666667"
"2010","1","25","16","2.9991666666666667"
"2010","1","25","17","2.8916666666666667"
"2010","1","25","18","2.0558333333333333"
"2010","1","25","19","2.0083333333333333"
"2010","1","25","20","2.0575000000000000"
"2010","1","25","21","1.03666666666666666667"
"2010","1","25","22","1.1908333333333333"
"2010","1","25","23","0.28083333333333333333"
"2010","1","25","24","0.86666666666666666667"
"2010","1","26","1","0.52666666666666666667"
"2010","1","26","2","0.66500000000000000000"
"2010","1","26","3","0.99000000000000000000"
"2010","1","26","4","0.61833333333333333333"
"2010","1","26","5","0.72833333333333333333"
"2010","1","26","6","0.52750000000000000000"
"2010","1","26","7","0.37250000000000000000"
"2010","1","26","8","0.25000000000000000000"
"2010","1","26","9","0.74250000000000000000"
"2010","1","26","10","2.6741666666666667"
"2010","1","26","11","3.3558333333333333"
"2010","1","26","12","4.6241666666666667"
"2010","1","26","13","4.3758333333333333"
"2010","1","26","14","4.4683333333333333"
"2010","1","26","15","4.4991666666666667"
"2010","1","26","16","3.4483333333333333"
"2010","1","26","17","4.1342857142857143"
"2010","3","24","19","2.1191666666666667"
"2010","3","24","20","2.2433333333333333"
"2010","3","24","21","1.5766666666666667"
"2010","3","24","22","0.74250000000000000000"
"2010","3","24","23","0.89583333333333333333"
"2010","3","24","24","1.2358333333333333"
"2010","3","25","1","0.72666666666666666667"
"2010","3","25","2","0.55750000000000000000"
"2010","3","25","3","0.85000000000000000000"
"2010","3","25","4","1.05250000000000000000"
"2010","3","25","5","0.92750000000000000000"
"2010","3","25","6","0.66583333333333333333"
"2010","3","25","7","0.66500000000000000000"
"2010","3","25","8","0.99000000000000000000"
"2010","3","25","9","0.86500000000000000000"
"2010","3","25","10","1.2225000000000000"
"2010","3","25","11","1.3908333333333333"
"2010","3","25","12","1.6383333333333333"
"2010","3","25","13","2.6750000000000000"
"2010","3","25","14","1.9025000000000000"
"2010","3","25","15","1.7475000000000000"
"2010","3","25","16","2.3808333333333333"
"2010","3","25","17","2.6291666666666667"
"2010","3","25","18","2.4291666666666667"
"2010","3","25","19","2.0408333333333333"
"2010","3","25","20","0.58666666666666666667"
"2010","3","25","21","0.83416666666666666667"
"2010","3","25","22","2.4583333333333333"
"2010","3","25","23","2.2291666666666667"
"2010","3","25","24","0.76000000000000000000"
"2010","3","26","1","0.24833333333333333333"
"2010","3","26","2","1.2366666666666667"
"2010","3","26","3","1.05000000000000000000"
"2010","3","26","4","1.1133333333333333"
"2010","3","26","5","0.69500000000000000000"
"2010","3","26","6","1.5466666666666667"
"2010","3","26","7","1.03583333333333333333"
"2010","3","26","8","1.00416666666666666667"
"2010","3","26","9","0.71166666666666666667"
"2010","3","26","10","1.7016666666666667"
"2010","3","26","11","3.1683333333333333"
"2010","3","26","12","4.2975000000000000"
"2010","3","26","13","5.2100000000000000"
"2010","3","26","14","4.9466666666666667"
"2010","3","26","15","4.2983333333333333"
"2010","3","26","16","3.9125000000000000"
"2010","3","26","17","3.4325000000000000"
"2010","3","26","18","2.8308333333333333"
"2010","3","26","19","1.5616666666666667"
"2010","3","26","20","1.08166666666666666667"
"2010","3","26","21","0.88166666666666666667"
"2010","3","26","22","1.2975000000000000"
"2010","3","26","23","1.4058333333333333"
"2010","3","26","24","1.3275000000000000"
"2010","3","27","1","0.97416666666666666667"
"2010","3","27","2","1.1441666666666667"
"2010","3","27","3","0.40250000000000000000"
"2010","3","27","4","0.63583333333333333333"
"2010","3","27","5","1.02000000000000000000"
"2010","3","27","6","0.97416666666666666667"
"2010","3","27","7","0.86500000000000000000"
"2010","3","27","8","1.1291666666666667"
"2010","3","27","9","1.4850000000000000"
"2010","3","27","10","1.5150000000000000"
"2010","3","27","11","1.9475000000000000"
"2010","3","27","12","2.5508333333333333"
"2010","3","27","13","2.1791666666666667"
"2010","3","27","14","1.8866666666666667"
"2010","3","27","15","2.1191666666666667"
"2010","3","27","16","2.7683333333333333"
"2010","3","27","17","2.3658333333333333"
"2010","3","27","18","2.4741666666666667"
"2010","3","27","19","2.5816666666666667"
"2010","3","27","20","1.5775000000000000"
"2010","3","27","21","0.95916666666666666667"
"2010","3","27","22","0.77416666666666666667"
"2010","3","27","23","0.26333333333333333333"
"2010","3","27","24","0.97250000000000000000"
"2010","3","28","1","0.48083333333333333333"
"2010","3","28","2","0.82083333333333333333"
"2010","3","28","3","0.58916666666666666667"
"2010","3","28","4","0.34166666666666666667"
"2010","3","28","5","0.38666666666666666667"
"2010","3","28","6","0.58750000000000000000"
"2010","3","28","7","1.02083333333333333333"
"2010","3","28","8","0.98916666666666666667"
"2010","3","28","9","1.2833333333333333"
"2010","3","28","10","1.2825000000000000"
"2010","3","28","11","1.6533333333333333"
"2010","3","28","12","1.7000000000000000"
"2010","3","28","13","1.4991666666666667"
"2010","3","28","14","1.3758333333333333"
"2010","3","28","15","1.3908333333333333"
"2010","3","28","16","2.3825000000000000"
"2010","3","28","17","3.2008333333333333"
"2010","3","28","18","3.9441666666666667"
"2010","3","28","19","3.0308333333333333"
"2010","3","28","20","1.8866666666666667"
"2010","3","28","21","0.58750000000000000000"
"2010","3","28","22","0.17083333333333333333"
"2010","3","28","23","0.48166666666666666667"
"2010","3","28","24","0.57333333333333333333"
"2010","3","29","1","0.37166666666666666667"
"2010","3","29","2","1.6866666666666667"
"2010","3","29","3","1.7475000000000000"
"2010","3","29","4","1.06666666666666666667"
"2010","3","29","5","0.82000000000000000000"
"2010","3","29","6","0.34166666666666666667"
"2010","3","29","7","0.75833333333333333333"
"2010","3","29","8","0.85166666666666666667"
"2010","3","29","9","1.1916666666666667"
"2010","3","29","10","1.3900000000000000"
"2010","3","29","11","0.83333333333333333333"
"2010","3","29","12","1.1291666666666667"
"2010","3","29","13","1.3458333333333333"
"2010","3","29","14","1.9933333333333333"
"2010","3","29","15","2.1800000000000000"
"2010","3","29","16","2.8308333333333333"
"2010","3","29","17","3.4950000000000000"
"2010","3","29","18","2.1808333333333333"
"2010","3","29","19","1.5616666666666667"
"2010","3","29","20","1.5775000000000000"
"2010","3","29","21","1.6400000000000000"
"2010","3","29","22","0.82083333333333333333"
"2010","3","29","23","0.72833333333333333333"
"2010","3","29","24","0.55750000000000000000"
"2010","3","30","1","0.80416666666666666667"
"2010","3","30","2","0.75916666666666666667"
"2010","3","30","3","0.72833333333333333333"
"2010","3","30","4","0.77250000000000000000"
"2010","3","30","5","0.66500000000000000000"
"2010","3","30","6","0.60416666666666666667"
"2010","3","30","7","0.40250000000000000000"
"2010","3","30","8","0.69583333333333333333"
"2010","3","30","9","1.1433333333333333"
"2010","3","30","10","1.2833333333333333"
"2010","3","30","11","1.3591666666666667"
"2010","3","30","12","1.3300000000000000"
"2010","3","30","13","2.0708333333333333"
"2010","3","30","14","3.2933333333333333"
"2010","3","30","15","2.5200000000000000"
"2010","3","30","16","2.8450000000000000"
"2010","3","30","17","4.4225000000000000"
"2010","3","30","18","3.4483333333333333"
"2010","3","30","19","3.0466666666666667"
"2010","3","30","20","1.3758333333333333"
"2010","3","30","21","0.81833333333333333333"
"2010","3","30","22","0.78833333333333333333"
"2010","3","30","23","0.31000000000000000000"
"2010","3","30","24","0.61916666666666666667"
"2010","3","31","1","0.72666666666666666667"
"2010","3","31","2","0.74416666666666666667"
"2010","3","31","3","0.49583333333333333333"
"2010","3","31","4","0.66583333333333333333"
"2010","3","31","5","0.45000000000000000000"
"2010","3","31","6","0.46583333333333333333"
"2010","3","31","7","0.40333333333333333333"
"2010","3","31","8","0.92750000000000000000"
"2010","3","31","9","0.95750000000000000000"
"2010","3","31","10","0.86500000000000000000"
"2010","3","31","11","1.2058333333333333"
"2010","3","31","12","2.0866666666666667"
"2010","3","31","13","1.8108333333333333"
"2010","3","31","14","1.8858333333333333"
"2010","3","31","15","3.0925000000000000"
"2010","3","31","16","2.3508333333333333"
"2010","3","31","17","3.1400000000000000"
"2010","3","31","18","2.8300000000000000"
"2010","3","31","19","1.8241666666666667"
"2010","3","31","20","1.2508333333333333"
"2010","3","31","21","2.3508333333333333"
"2010","3","31","22","1.4366666666666667"
"2010","3","31","23","0.94250000000000000000"
"2010","3","31","24","0.35583333333333333333"
"2010","4","1","1","0.48000000000000000000"
"2010","4","1","2","1.3908333333333333"
"2010","4","1","3","0.44916666666666666667"
"2010","4","1","4","0.60250000000000000000"
"2010","4","1","5","0.35666666666666666667"
"2010","4","1","6","0.35750000000000000000"
"2010","4","1","7","0.24750000000000000000"
"2010","4","1","8","0.66500000000000000000"
"2010","4","1","9","0.69666666666666666667"
"2010","4","1","10","1.5616666666666667"
"2010","4","1","11","1.4225000000000000"
"2010","4","1","12","2.0250000000000000"
"2010","4","1","13","2.4750000000000000"
"2010","4","1","14","3.7108333333333333"
"2010","4","1","15","4.4533333333333333"
"2010","4","1","16","4.4383333333333333"
"2010","4","1","17","3.8808333333333333"
"2010","4","1","18","3.1233333333333333"
"2010","4","1","19","2.4591666666666667"
"2010","4","1","20","2.5350000000000000"
"2010","4","1","21","2.5208333333333333"
"2010","4","1","22","1.7475000000000000"
"2010","4","1","23","1.5933333333333333"
"2010","4","1","24","0.98916666666666666667"
"2010","4","2","1","0.95750000000000000000"
"2010","4","2","2","0.91250000000000000000"
"2010","4","2","3","0.40250000000000000000"
"2010","4","2","4","0.74250000000000000000"
"2010","4","2","5","0.55750000000000000000"
"2010","4","2","6","0.51166666666666666667"
"2010","4","2","7","0.89666666666666666667"
"2010","4","2","8","0.60416666666666666667"
"2010","4","2","9","0.78833333333333333333"
"2010","4","2","10","1.3600000000000000"
"2010","4","2","11","1.2208333333333333"
"2010","4","2","12","1.9325000000000000"
"2010","4","2","13","1.9025000000000000"
"2010","4","2","14","2.6766666666666667"
"2010","4","2","15","3.5566666666666667"
"2010","4","2","16","3.2316666666666667"
"2010","4","2","17","2.9383333333333333"
"2010","4","2","18","3.4016666666666667"
"2010","4","2","19","3.0283333333333333"
"2010","4","2","20","2.4433333333333333"
"2010","4","2","21","1.1591666666666667"
"2010","4","2","22","0.54250000000000000000"
"2010","4","2","23","0.51166666666666666667"
"2010","4","2","24","0.57250000000000000000"
"2010","4","3","1","0.41750000000000000000"
"2010","4","3","2","0.49666666666666666667"
"2010","4","3","3","0.52583333333333333333"
"2010","4","3","4","0.51083333333333333333"
"2010","4","3","5","0.55833333333333333333"
"2010","4","3","6","0.41833333333333333333"
"2010","4","3","7","0.29500000000000000000"
"2010","4","3","8","0.46500000000000000000"
"2010","4","3","9","0.89833333333333333333"
"2010","4","3","10","1.4991666666666667"
"2010","4","3","11","1.6066666666666667"
"2010","4","3","12","1.5766666666666667"
"2010","4","3","13","1.5450000000000000"
"2010","4","3","14","1.4533333333333333"
"2010","4","3","15","1.8250000000000000"
"2010","4","3","16","2.9841666666666667"
"2010","4","3","17","3.2008333333333333"
"2010","4","3","18","3.0766666666666667"
"2010","4","3","19","2.1958333333333333"
"2010","4","3","20","1.4066666666666667"
"2010","4","3","21","1.6850000000000000"
"2010","4","3","22","2.6450000000000000"
"2010","4","3","23","1.9800000000000000"
"2010","4","3","24","3.0008333333333333"
"2010","4","4","1","2.3516666666666667"
"2010","4","4","2","1.8241666666666667"
"2010","4","4","3","1.0983333333333333"
"2010","4","4","4","1.08250000000000000000"
"2010","4","4","5","1.05083333333333333333"
"2010","4","4","6","0.82000000000000000000"
"2010","4","4","7","0.84916666666666666667"
"2010","4","4","8","0.55833333333333333333"
"2010","4","4","9","1.1583333333333333"
"2010","4","4","10","2.1791666666666667"
"2010","4","4","11","2.0708333333333333"
"2010","4","4","12","1.8400000000000000"
"2010","4","4","13","2.4741666666666667"
"2010","4","4","14","2.0566666666666667"
"2010","4","4","15","3.8650000000000000"
"2010","4","4","16","3.4183333333333333"
"2010","4","4","17","2.1341666666666667"
"2010","4","4","18","1.7933333333333333"
"2010","4","4","19","2.4908333333333333"
"2010","4","4","20","1.1416666666666667"
"2010","4","4","21","1.7625000000000000"
"2010","4","4","22","3.5883333333333333"
"2010","4","4","23","1.4833333333333333"
"2010","4","4","24","0.98916666666666666667"
"2010","4","5","1","0.52833333333333333333"
"2010","4","5","2","0.48083333333333333333"
"2010","4","5","3","1.2516666666666667"
"2010","4","5","4","1.3908333333333333"
"2010","4","5","5","0.81916666666666666667"
"2010","4","5","6","0.07833333333333333333"
"2010","4","5","7","0.81916666666666666667"
"2010","4","5","8","1.08083333333333333333"
"2010","4","5","9","1.4366666666666667"
"2010","4","5","10","1.3141666666666667"
"2010","4","5","11","1.4841666666666667"
"2010","4","5","12","2.4283333333333333"
"2010","4","5","13","3.4791666666666667"
"2010","4","5","14","3.0450000000000000"
"2010","4","5","15","3.8816666666666667"
"2010","4","5","16","3.5425000000000000"
"2010","4","5","17","3.3708333333333333"
"2010","4","5","18","3.6808333333333333"
"2010","4","5","19","2.9841666666666667"
"2010","4","5","20","2.8283333333333333"
"2010","4","5","21","3.5100000000000000"
"2010","4","5","22","3.2475000000000000"
"2010","4","5","23","3.1225000000000000"
"2010","4","5","24","2.2583333333333333"
"2010","4","6","1","0.44833333333333333333"
"2010","4","6","2","1.1133333333333333"
"2010","4","6","3","0.64833333333333333333"
"2010","4","6","4","0.46333333333333333333"
"2010","4","6","5","0.71166666666666666667"
"2010","4","6","6","0.68166666666666666667"
"2010","4","6","7","0.91333333333333333333"
"2010","4","6","8","1.1900000000000000"
"2010","4","6","9","3.5250000000000000"
"2010","4","6","10","4.3450000000000000"
"2010","4","6","11","4.1141666666666667"
"2010","4","6","12","3.8816666666666667"
"2010","4","6","13","4.2991666666666667"
"2010","4","6","14","4.0508333333333333"
"2010","4","6","15","4.5300000000000000"
"2010","4","6","16","4.1441666666666667"
"2010","4","6","17","3.0166666666666667"
"2010","4","6","18","2.7983333333333333"
"2010","4","6","19","2.1966666666666667"
"2010","4","6","20","1.4833333333333333"
"2010","4","6","21","0.91333333333333333333"
"2010","4","6","22","1.6075000000000000"
"2010","4","6","23","1.9041666666666667"
"2010","4","6","24","1.4383333333333333"
"2010","4","7","1","1.2525000000000000"
"2010","4","7","2","0.94166666666666666667"
"2010","4","7","3","1.2516666666666667"
"2010","4","7","4","0.72750000000000000000"
"2010","4","7","5","0.54166666666666666667"
"2010","4","7","6","1.1750000000000000"
"2010","4","7","7","1.3591666666666667"
"2010","4","7","8","1.06666666666666666667"
"2010","4","7","9","1.5608333333333333"
"2010","4","7","10","1.4391666666666667"
"2010","4","7","11","1.6241666666666667"
"2010","4","7","12","1.7800000000000000"
"2010","4","7","13","1.8250000000000000"
"2010","4","7","14","1.5933333333333333"
"2010","4","7","15","1.9183333333333333"
"2010","4","7","16","1.9166666666666667"
"2010","4","7","17","3.1708333333333333"
"2010","4","7","18","3.6650000000000000"
"2010","4","7","19","1.5000000000000000"
"2010","4","7","20","1.9333333333333333"
"2010","4","7","21","2.3966666666666667"
"2010","4","7","22","2.3033333333333333"
"2010","4","7","23","1.4691666666666667"
"2010","4","7","24","0.24833333333333333333"
"2010","4","8","1","0.15500000000000000000"
"2010","4","8","2","0.41833333333333333333"
"2010","4","8","3","1.2666666666666667"
"2010","4","8","4","0.78916666666666666667"
"2010","4","8","5","0.28000000000000000000"
"2010","4","8","6","0.48083333333333333333"
"2010","4","8","7","0.86583333333333333333"
"2010","4","8","8","0.60333333333333333333"
"2010","4","8","9","1.6075000000000000"
"2010","4","8","10","1.4675000000000000"
"2010","4","8","11","1.4358333333333333"
"2010","4","8","12","1.6075000000000000"
"2010","4","8","13","2.7833333333333333"
"2010","4","8","14","2.5825000000000000"
"2010","4","8","15","1.1583333333333333"
"2010","4","8","16","1.6550000000000000"
"2010","4","8","17","1.8250000000000000"
"2010","4","8","18","1.8558333333333333"
"2010","4","8","19","1.8708333333333333"
"2010","4","8","20","1.5300000000000000"
"2010","4","8","21","1.2833333333333333"
"2010","4","8","22","1.5450000000000000"
"2010","4","8","23","2.1958333333333333"
"2010","4","8","24","0.51083333333333333333"
"2010","4","9","1","0.49583333333333333333"
"2010","4","9","2","0.71250000000000000000"
"2010","4","9","3","0.41916666666666666667"
"2010","4","9","4","0.64916666666666666667"
"2010","4","9","5","0.89750000000000000000"
"2010","4","9","6","0.92916666666666666667"
"2010","4","9","7","0.83500000000000000000"
"2010","4","9","8","0.78833333333333333333"
"2010","4","9","9","1.08250000000000000000"
"2010","4","9","10","1.1891666666666667"
"2010","4","9","11","1.3458333333333333"
"2010","4","9","12","1.5608333333333333"
"2010","4","9","13","1.8258333333333333"
"2010","4","9","14","1.8716666666666667"
"2010","4","9","15","1.5325000000000000"
"2010","4","9","16","1.8233333333333333"
"2010","4","9","17","3.2175000000000000"
"2010","4","9","18","3.1850000000000000"
"2010","4","9","19","2.5983333333333333"
"2010","4","9","20","2.5191666666666667"
"2010","4","9","21","2.3966666666666667"
"2010","4","9","22","2.1658333333333333"
"2010","4","9","23","1.3300000000000000"
"2010","4","9","24","0.63500000000000000000"
"2010","4","10","1","0.23333333333333333333"
"2010","4","10","2","0.71166666666666666667"
"2010","4","10","3","0.64916666666666666667"
"2010","4","10","4","0.92833333333333333333"
"2010","4","10","5","0.31000000000000000000"
"2010","4","10","6","0.92833333333333333333"
"2010","4","10","7","1.2816666666666667"
"2010","4","10","8","1.2058333333333333"
"2010","4","10","9","1.7025000000000000"
"2010","4","10","10","1.3450000000000000"
"2010","4","10","11","1.7008333333333333"
"2010","4","10","12","1.6700000000000000"
"2010","4","10","13","2.0258333333333333"
"2010","4","10","14","3.0300000000000000"
"2010","4","10","15","2.7066666666666667"
"2010","4","10","16","3.6633333333333333"
"2010","4","10","17","2.8758333333333333"
"2010","4","10","18","2.8291666666666667"
"2010","4","10","19","2.4125000000000000"
"2010","4","10","20","1.2691666666666667"
"2010","4","10","21","0.38916666666666666667"
"2010","4","10","22","1.4225000000000000"
"2010","4","10","23","1.3450000000000000"
"2010","4","10","24","1.6241666666666667"
"2010","4","11","1","2.2875000000000000"
"2010","4","11","2","1.4391666666666667"
"2010","4","11","3","0.43500000000000000000"
"2010","4","11","4","0.58916666666666666667"
"2010","4","11","5","0.88166666666666666667"
"2010","4","11","6","0.81916666666666666667"
"2010","4","11","7","0.97250000000000000000"
"2010","4","11","8","1.1741666666666667"
"2010","4","11","9","1.00333333333333333333"
"2010","4","11","10","2.3516666666666667"
"2010","4","11","11","2.1491666666666667"
"2010","4","11","12","2.0258333333333333"
"2010","4","11","13","2.1350000000000000"
"2010","4","11","14","3.6958333333333333"
"2010","4","11","15","4.1291666666666667"
"2010","4","11","16","4.3300000000000000"
"2010","4","11","17","4.1283333333333333"
"2010","4","11","18","4.3600000000000000"
"2010","4","11","19","3.1991666666666667"
"2010","4","11","20","2.9216666666666667"
"2010","4","11","21","2.6591666666666667"
"2010","4","11","22","2.5666666666666667"
"2010","4","11","23","2.3516666666666667"
