"year","month","year_month","day","cardinal_direction","speed_bin","count_speed_bin","count_total","cumulative_percent_frequency"
"2010","1","2010-January","20","SE",5,"9","130","96.9230769230769232"
"2010","1","2010-January","20","SE",6,"4","130","100.0000000000000001"
"2010","1","2010-January","20","SW",1,"10","10","100.0000000000000000"
"2010","1","2010-January","20","W",1,"6","6","100.0000000000000000"
"2010","1","2010-January","21","E",1,"38","52","73.0769230769230769"
"2010","1","2010-January","21","E",2,"13","52","98.0769230769230769"
"2010","1","2010-January","21","E",3,"1","52","100.0000000000000000"
"2010","1","2010-January","21","N",1,"12","34","35.2941176470588235"
"2010","1","2010-January","21","N",2,"5","34","50.0000000000000000"
"2010","1","2010-January","21","N",3,"8","34","73.5294117647058824"
"2010","1","2010-January","21","N",4,"9","34","100.0000000000000000"
"2010","1","2010-January","21","NE",1,"19","55","34.5454545454545455"
"2010","1","2010-January","21","NE",2,"9","55","50.9090909090909091"
"2010","1","2010-January","21","NE",3,"13","55","74.5454545454545455"
"2010","1","2010-January","21","NE",4,"12","55","96.3636363636363637"
"2010","1","2010-January","21","NE",5,"2","55","100.0000000000000001"
"2010","1","2010-January","21","NW",1,"11","21","52.3809523809523810"
"2010","1","2010-January","21","NW",2,"6","21","80.9523809523809524"
"2010","1","2010-January","21","NW",3,"3","21","95.2380952380952381"
"2010","1","2010-January","21","NW",4,"1","21","100.0000000000000000"
"2010","1","2010-January","21","S",1,"11","14","78.5714285714285714"
"2010","1","2010-January","21","S",2,"1","14","85.7142857142857143"
"2010","1","2010-January","21","S",3,"2","14","100.0000000000000000"
"2010","1","2010-January","21","SE",1,"23","67","34.3283582089552239"
"2010","1","2010-January","21","SE",2,"27","67","74.6268656716417911"
"2010","1","2010-January","21","SE",3,"17","67","100.0000000000000001"
"2010","1","2010-January","21","SW",1,"15","21","71.4285714285714286"
"2010","1","2010-January","21","SW",2,"2","21","80.9523809523809524"
"2010","1","2010-January","21","SW",3,"4","21","100.0000000000000000"
"2010","1","2010-January","21","W",1,"10","16","62.5000000000000000"
"2010","1","2010-January","21","W",2,"2","16","75.0000000000000000"
"2010","1","2010-January","21","W",3,"4","16","100.0000000000000000"
"2010","1","2010-January","22","E",1,"11","75","14.6666666666666667"
"2010","1","2010-January","22","E",2,"4","75","20.0000000000000000"
"2010","1","2010-January","22","E",3,"27","75","56.0000000000000000"
"2010","1","2010-January","22","E",4,"19","75","81.3333333333333333"
"2010","1","2010-January","22","E",5,"13","75","98.6666666666666666"
"2010","1","2010-January","22","E",6,"1","75","99.9999999999999999"
"2010","1","2010-January","22","N",1,"19","57","33.3333333333333333"
"2010","1","2010-January","22","N",2,"32","57","89.4736842105263158"
"2010","1","2010-January","22","N",3,"6","57","100.0000000000000000"
"2010","1","2010-January","22","NE",1,"12","39","30.7692307692307692"
"2010","1","2010-January","22","NE",2,"15","39","69.2307692307692307"
"2010","1","2010-January","22","NE",3,"6","39","84.6153846153846153"
"2010","1","2010-January","22","NE",4,"6","39","99.9999999999999999"
"2010","1","2010-January","22","NW",1,"16","25","64.0000000000000000"
"2010","1","2010-January","22","NW",2,"9","25","100.0000000000000000"
"2010","1","2010-January","22","S",1,"11","13","84.6153846153846154"
"2010","1","2010-January","22","S",2,"2","13","100.0000000000000000"
"2010","1","2010-January","22","SE",1,"20","55","36.3636363636363636"
"2010","1","2010-January","22","SE",2,"20","55","72.7272727272727272"
"2010","1","2010-January","22","SE",3,"4","55","79.9999999999999999"
"2010","1","2010-January","22","SE",4,"7","55","92.7272727272727272"
"2010","1","2010-January","22","SE",5,"3","55","98.1818181818181817"
"2010","1","2010-January","22","SE",6,"1","55","99.9999999999999999"
"2010","1","2010-January","22","SW",1,"2","2","100.0000000000000000"
"2010","1","2010-January","22","W",1,"7","7","100.0000000000000000"
"2010","1","2010-January","23","E",1,"19","31","61.2903225806451613"
"2010","1","2010-January","23","E",2,"9","31","90.3225806451612903"
"2010","1","2010-January","23","E",3,"3","31","100.0000000000000000"
"2010","1","2010-January","23","N",1,"5","10","50.0000000000000000"
"2010","1","2010-January","23","N",2,"4","10","90.0000000000000000"
"2010","1","2010-January","23","N",3,"1","10","100.0000000000000000"
"2010","1","2010-January","23","NE",1,"7","26","26.9230769230769231"
"2010","1","2010-January","23","NE",2,"14","26","80.7692307692307693"
"2010","1","2010-January","23","NE",3,"5","26","100.0000000000000001"
"2010","1","2010-January","23","NW",1,"12","20","60.0000000000000000"
"2010","1","2010-January","23","NW",2,"7","20","95.0000000000000000"
"2010","1","2010-January","23","NW",3,"1","20","100.0000000000000000"
"2010","1","2010-January","23","S",1,"22","23","95.6521739130434783"
"2010","1","2010-January","23","S",2,"1","23","100.0000000000000000"
"2010","1","2010-January","23","SE",1,"20","56","35.7142857142857143"
"2010","1","2010-January","23","SE",2,"31","56","91.0714285714285714"
"2010","1","2010-January","23","SE",3,"5","56","100.0000000000000000"
"2010","1","2010-January","23","SW",1,"13","31","41.9354838709677419"
"2010","1","2010-January","23","SW",2,"14","31","87.0967741935483871"
"2010","1","2010-January","23","SW",3,"4","31","100.0000000000000000"
"2010","1","2010-January","23","W",1,"30","61","49.1803278688524590"
"2010","1","2010-January","23","W",2,"26","61","91.8032786885245901"
"2010","1","2010-January","23","W",3,"5","61","99.9999999999999999"
"2010","1","2010-January","24","E",1,"36","79","45.5696202531645570"
"2010","1","2010-January","24","E",2,"20","79","70.8860759493670886"
"2010","1","2010-January","24","E",3,"20","79","96.2025316455696202"
"2010","1","2010-January","24","E",4,"3","79","99.9999999999999999"
"2010","1","2010-January","24","N",1,"9","19","47.3684210526315789"
"2010","1","2010-January","24","N",2,"7","19","84.2105263157894736"
"2010","1","2010-January","24","N",3,"2","19","94.7368421052631578"
"2010","1","2010-January","24","N",4,"1","19","99.9999999999999999"
"2010","1","2010-January","24","NE",1,"16","32","50.0000000000000000"
"2010","1","2010-January","24","NE",2,"6","32","68.7500000000000000"
"2010","1","2010-January","24","NE",3,"8","32","93.7500000000000000"
"2010","1","2010-January","24","NE",4,"2","32","100.0000000000000000"
"2010","1","2010-January","24","NW",1,"21","25","84.0000000000000000"
"2010","1","2010-January","24","NW",2,"4","25","100.0000000000000000"
"2010","1","2010-January","24","S",1,"11","21","52.3809523809523810"
"2010","1","2010-January","24","S",2,"8","21","90.4761904761904762"
"2010","1","2010-January","24","S",3,"2","21","100.0000000000000000"
"2010","1","2010-January","24","SE",1,"26","59","44.0677966101694915"
"2010","1","2010-January","24","SE",2,"22","59","81.3559322033898305"
"2010","1","2010-January","24","SE",3,"10","59","98.3050847457627119"
"2010","1","2010-January","24","SE",4,"1","59","100.0000000000000000"
"2010","1","2010-January","24","SW",1,"13","15","86.6666666666666667"
"2010","1","2010-January","24","SW",2,"2","15","100.0000000000000000"
"2010","1","2010-January","24","W",1,"13","13","100.0000000000000000"
"2010","1","2010-January","25","E",2,"9","46","19.5652173913043478"
"2010","1","2010-January","25","E",3,"24","46","71.7391304347826087"
"2010","1","2010-January","25","E",4,"12","46","97.8260869565217391"
"2010","1","2010-January","25","E",5,"1","46","100.0000000000000000"
"2010","1","2010-January","25","N",1,"14","56","25.0000000000000000"
"2010","1","2010-January","25","N",2,"26","56","71.4285714285714286"
"2010","1","2010-January","25","N",3,"13","56","94.6428571428571429"
"2010","1","2010-January","25","N",4,"3","56","100.0000000000000000"
"2010","1","2010-January","25","NE",1,"6","37","16.2162162162162162"
"2010","1","2010-January","25","NE",2,"11","37","45.9459459459459459"
"2010","1","2010-January","25","NE",3,"14","37","83.7837837837837837"
"2010","1","2010-January","25","NE",4,"4","37","94.5945945945945945"
"2010","1","2010-January","25","NE",5,"2","37","99.9999999999999999"
"2010","1","2010-January","25","NW",1,"33","56","58.9285714285714286"
"2010","1","2010-January","25","NW",2,"23","56","100.0000000000000000"
"2010","1","2010-January","25","S",1,"11","16","68.7500000000000000"
"2010","1","2010-January","25","S",2,"4","16","93.7500000000000000"
"2010","1","2010-January","25","S",3,"1","16","100.0000000000000000"
"2010","1","2010-January","25","SE",1,"1","10","10.0000000000000000"
"2010","1","2010-January","25","SE",2,"1","10","20.0000000000000000"
"2010","1","2010-January","25","SE",3,"5","10","70.0000000000000000"
"2010","1","2010-January","25","SE",4,"3","10","100.0000000000000000"
"2010","1","2010-January","25","SW",1,"24","26","92.3076923076923077"
"2010","1","2010-January","25","SW",2,"2","26","100.0000000000000000"
"2010","1","2010-January","25","W",1,"31","36","86.1111111111111111"
"2010","1","2010-January","25","W",2,"5","36","100.0000000000000000"
"2010","1","2010-January","26","E",1,"3","3","100.0000000000000000"
"2010","1","2010-January","26","N",1,"9","27","33.3333333333333333"
"2010","1","2010-January","26","N",2,"10","27","70.3703703703703703"
"2010","1","2010-January","26","N",3,"4","27","85.1851851851851851"
"2010","1","2010-January","26","N",4,"1","27","88.8888888888888888"
"2010","1","2010-January","26","N",5,"3","27","99.9999999999999999"
"2010","1","2010-January","26","NE",1,"11","97","11.3402061855670103"
"2010","1","2010-January","26","NE",2,"3","97","14.4329896907216495"
"2010","1","2010-January","26","NE",3,"16","97","30.9278350515463918"
"2010","1","2010-January","26","NE",4,"20","97","51.5463917525773196"
"2010","1","2010-January","26","NE",5,"33","97","85.5670103092783505"
"2010","1","2010-January","26","NE",6,"13","97","98.9690721649484536"
"2010","1","2010-January","26","NE",7,"1","97","100.0000000000000000"
"2010","1","2010-January","26","NW",1,"16","18","88.8888888888888889"
"2010","1","2010-January","26","NW",2,"2","18","100.0000000000000000"
"2010","1","2010-January","26","S",1,"11","11","100.0000000000000000"
"2010","1","2010-January","26","SE",1,"7","7","100.0000000000000000"
"2010","1","2010-January","26","SW",1,"17","17","100.0000000000000000"
"2010","1","2010-January","26","W",1,"13","13","100.0000000000000000"
"2010","3","2010-March","24","E",1,"4","9","44.4444444444444444"
"2010","3","2010-March","24","E",2,"5","9","100.0000000000000000"
"2010","3","2010-March","24","N",1,"2","14","14.2857142857142857"
"2010","3","2010-March","24","N",2,"12","14","100.0000000000000000"
"2010","3","2010-March","24","NE",1,"1","2","50.0000000000000000"
"2010","3","2010-March","24","NE",2,"1","2","100.0000000000000000"
"2010","3","2010-March","24","NW",1,"3","8","37.5000000000000000"
"2010","3","2010-March","24","NW",2,"5","8","100.0000000000000000"
"2010","3","2010-March","24","S",2,"6","13","46.1538461538461538"
"2010","3","2010-March","24","S",3,"7","13","100.0000000000000000"
"2010","3","2010-March","24","SE",2,"12","21","57.1428571428571429"
"2010","3","2010-March","24","SE",3,"9","21","100.0000000000000000"
"2010","3","2010-March","24","W",1,"1","1","100.0000000000000000"
"2010","3","2010-March","25","E",1,"12","17","70.5882352941176471"
"2010","3","2010-March","25","E",2,"5","17","100.0000000000000000"
"2010","3","2010-March","25","N",1,"6","41","14.6341463414634146"
"2010","3","2010-March","25","N",2,"19","41","60.9756097560975609"
"2010","3","2010-March","25","N",3,"16","41","99.9999999999999999"
"2010","3","2010-March","25","NE",1,"49","65","75.3846153846153846"
"2010","3","2010-March","25","NE",2,"13","65","95.3846153846153846"
"2010","3","2010-March","25","NE",3,"3","65","100.0000000000000000"
"2010","3","2010-March","25","NW",1,"8","35","22.8571428571428571"
"2010","3","2010-March","25","NW",2,"25","35","94.2857142857142857"
"2010","3","2010-March","25","NW",3,"2","35","100.0000000000000000"
"2010","3","2010-March","25","S",2,"8","38","21.0526315789473684"
"2010","3","2010-March","25","S",3,"26","38","89.4736842105263158"
"2010","3","2010-March","25","S",4,"4","38","100.0000000000000000"
"2010","3","2010-March","25","SE",1,"7","32","21.8750000000000000"
"2010","3","2010-March","25","SE",2,"10","32","53.1250000000000000"
"2010","3","2010-March","25","SE",3,"12","32","90.6250000000000000"
"2010","3","2010-March","25","SE",4,"3","32","100.0000000000000000"
"2010","3","2010-March","25","SW",1,"3","23","13.0434782608695652"
"2010","3","2010-March","25","SW",2,"8","23","47.8260869565217391"
"2010","3","2010-March","25","SW",3,"11","23","95.6521739130434782"
"2010","3","2010-March","25","SW",4,"1","23","99.9999999999999999"
"2010","3","2010-March","25","W",1,"9","20","45.0000000000000000"
"2010","3","2010-March","25","W",2,"10","20","95.0000000000000000"
"2010","3","2010-March","25","W",3,"1","20","100.0000000000000000"
"2010","3","2010-March","26","E",1,"8","29","27.5862068965517241"
"2010","3","2010-March","26","E",2,"19","29","93.1034482758620689"
"2010","3","2010-March","26","E",3,"1","29","96.5517241379310344"
"2010","3","2010-March","26","E",4,"1","29","99.9999999999999999"
"2010","3","2010-March","26","N",1,"15","62","24.1935483870967742"
"2010","3","2010-March","26","N",2,"18","62","53.2258064516129032"
"2010","3","2010-March","26","N",3,"5","62","61.2903225806451613"
"2010","3","2010-March","26","N",4,"5","62","69.3548387096774194"
"2010","3","2010-March","26","N",5,"11","62","87.0967741935483871"
"2010","3","2010-March","26","N",6,"6","62","96.7741935483870968"
"2010","3","2010-March","26","N",7,"1","62","98.3870967741935484"
"2010","3","2010-March","26","N",8,"1","62","100.0000000000000000"
"2010","3","2010-March","26","NE",1,"23","135","17.0370370370370370"
"2010","3","2010-March","26","NE",2,"41","135","47.4074074074074074"
"2010","3","2010-March","26","NE",3,"21","135","62.9629629629629630"
"2010","3","2010-March","26","NE",4,"20","135","77.7777777777777778"
"2010","3","2010-March","26","NE",5,"20","135","92.5925925925925926"
"2010","3","2010-March","26","NE",6,"9","135","99.2592592592592593"
"2010","3","2010-March","26","NE",7,"1","135","100.00000000000000004074"
"2010","3","2010-March","26","NW",1,"1","1","100.0000000000000000"
"2010","3","2010-March","26","S",1,"3","4","75.0000000000000000"
"2010","3","2010-March","26","S",2,"1","4","100.0000000000000000"
"2010","3","2010-March","26","SE",1,"15","45","33.3333333333333333"
"2010","3","2010-March","26","SE",2,"29","45","97.7777777777777777"
"2010","3","2010-March","26","SE",3,"1","45","99.9999999999999999"
"2010","3","2010-March","26","SW",1,"6","6","100.0000000000000000"
"2010","3","2010-March","26","W",1,"1","1","100.0000000000000000"
"2010","3","2010-March","27","E",1,"8","39","20.5128205128205128"
"2010","3","2010-March","27","E",2,"19","39","69.2307692307692307"
"2010","3","2010-March","27","E",3,"12","39","99.9999999999999999"
"2010","3","2010-March","27","N",1,"3","27","11.1111111111111111"
"2010","3","2010-March","27","N",2,"13","27","59.2592592592592592"
"2010","3","2010-March","27","N",3,"9","27","92.5925925925925925"
"2010","3","2010-March","27","N",4,"2","27","99.9999999999999999"
"2010","3","2010-March","27","NE",1,"9","80","11.2500000000000000"
"2010","3","2010-March","27","NE",2,"15","80","30.0000000000000000"
"2010","3","2010-March","27","NE",3,"43","80","83.7500000000000000"
"2010","3","2010-March","27","NE",4,"13","80","100.0000000000000000"
"2010","3","2010-March","27","NW",1,"22","34","64.7058823529411765"
"2010","3","2010-March","27","NW",2,"12","34","100.0000000000000000"
"2010","3","2010-March","27","S",1,"15","30","50.0000000000000000"
"2010","3","2010-March","27","S",2,"15","30","100.0000000000000000"
"2010","3","2010-March","27","SE",1,"19","38","50.0000000000000000"
"2010","3","2010-March","27","SE",2,"9","38","73.6842105263157895"
"2010","3","2010-March","27","SE",3,"10","38","100.0000000000000000"
"2010","3","2010-March","27","SW",1,"9","9","100.0000000000000000"
"2010","3","2010-March","27","W",1,"17","25","68.0000000000000000"
"2010","3","2010-March","27","W",2,"8","25","100.0000000000000000"
"2010","3","2010-March","28","E",1,"22","42","52.3809523809523810"
"2010","3","2010-March","28","E",2,"19","42","97.6190476190476191"
"2010","3","2010-March","28","E",3,"1","42","100.0000000000000001"
"2010","3","2010-March","28","N",1,"11","27","40.7407407407407407"
"2010","3","2010-March","28","N",2,"9","27","74.0740740740740740"
"2010","3","2010-March","28","N",3,"6","27","96.2962962962962962"
"2010","3","2010-March","28","N",4,"1","27","99.9999999999999999"
"2010","3","2010-March","28","NE",1,"7","69","10.1449275362318841"
"2010","3","2010-March","28","NE",2,"11","69","26.0869565217391305"
"2010","3","2010-March","28","NE",3,"26","69","63.7681159420289856"
"2010","3","2010-March","28","NE",4,"19","69","91.3043478260869566"
"2010","3","2010-March","28","NE",5,"5","69","98.5507246376811595"
"2010","3","2010-March","28","NE",6,"1","69","100.0000000000000001"
"2010","3","2010-March","28","NW",1,"23","34","67.6470588235294118"
"2010","3","2010-March","28","NW",2,"9","34","94.1176470588235294"
"2010","3","2010-March","28","NW",3,"2","34","100.0000000000000000"
"2010","3","2010-March","28","S",1,"25","30","83.3333333333333333"
"2010","3","2010-March","28","S",2,"5","30","100.0000000000000000"
"2010","3","2010-March","28","SE",1,"13","21","61.9047619047619048"
"2010","3","2010-March","28","SE",2,"7","21","95.2380952380952381"
"2010","3","2010-March","28","SE",3,"1","21","100.0000000000000000"
"2010","3","2010-March","28","SW",1,"11","26","42.3076923076923077"
"2010","3","2010-March","28","SW",2,"14","26","96.1538461538461539"
"2010","3","2010-March","28","SW",3,"1","26","100.0000000000000001"
"2010","3","2010-March","28","W",1,"5","16","31.2500000000000000"
"2010","3","2010-March","28","W",2,"9","16","87.5000000000000000"
"2010","3","2010-March","28","W",3,"2","16","100.0000000000000000"
"2010","3","2010-March","29","E",1,"10","35","28.5714285714285714"
"2010","3","2010-March","29","E",2,"13","35","65.7142857142857143"
"2010","3","2010-March","29","E",3,"12","35","100.0000000000000000"
"2010","3","2010-March","29","N",1,"10","22","45.4545454545454545"
"2010","3","2010-March","29","N",2,"6","22","72.7272727272727272"
"2010","3","2010-March","29","N",3,"4","22","90.9090909090909090"
"2010","3","2010-March","29","N",4,"1","22","95.4545454545454545"
"2010","3","2010-March","29","N",5,"1","22","100.0000000000000000"
"2010","3","2010-March","29","NE",1,"18","88","20.4545454545454545"
"2010","3","2010-March","29","NE",2,"33","88","57.9545454545454545"
"2010","3","2010-March","29","NE",3,"23","88","84.0909090909090909"
"2010","3","2010-March","29","NE",4,"12","88","97.7272727272727273"
"2010","3","2010-March","29","NE",5,"2","88","100.0000000000000000"
"2010","3","2010-March","29","NW",1,"8","11","72.7272727272727273"
"2010","3","2010-March","29","NW",2,"3","11","100.0000000000000000"
"2010","3","2010-March","29","S",1,"20","32","62.5000000000000000"
"2010","3","2010-March","29","S",2,"9","32","90.6250000000000000"
"2010","3","2010-March","29","S",3,"3","32","100.0000000000000000"
"2010","3","2010-March","29","SE",1,"10","42","23.8095238095238095"
"2010","3","2010-March","29","SE",2,"23","42","78.5714285714285714"
"2010","3","2010-March","29","SE",3,"8","42","97.6190476190476190"
"2010","3","2010-March","29","SE",4,"1","42","100.0000000000000000"
"2010","3","2010-March","29","SW",1,"32","35","91.4285714285714286"
"2010","3","2010-March","29","SW",2,"3","35","100.0000000000000000"
"2010","3","2010-March","29","W",1,"17","19","89.4736842105263158"
"2010","3","2010-March","29","W",2,"2","19","100.0000000000000000"
"2010","3","2010-March","30","E",1,"4","40","10.0000000000000000"
"2010","3","2010-March","30","E",2,"3","40","17.5000000000000000"
"2010","3","2010-March","30","E",3,"19","40","65.0000000000000000"
"2010","3","2010-March","30","E",4,"11","40","92.5000000000000000"
"2010","3","2010-March","30","E",5,"3","40","100.0000000000000000"
"2010","3","2010-March","30","N",1,"19","41","46.3414634146341463"
"2010","3","2010-March","30","N",2,"18","41","90.2439024390243902"
"2010","3","2010-March","30","N",3,"2","41","95.1219512195121951"
"2010","3","2010-March","30","N",5,"2","41","100.0000000000000000"
"2010","3","2010-March","30","NE",1,"19","77","24.6753246753246753"
"2010","3","2010-March","30","NE",2,"13","77","41.5584415584415584"
"2010","3","2010-March","30","NE",3,"20","77","67.5324675324675324"
"2010","3","2010-March","30","NE",4,"13","77","84.4155844155844155"
"2010","3","2010-March","30","NE",5,"8","77","94.8051948051948051"
"2010","3","2010-March","30","NE",6,"4","77","99.9999999999999999"
"2010","3","2010-March","30","NW",1,"39","47","82.9787234042553191"
"2010","3","2010-March","30","NW",2,"8","47","100.0000000000000000"
"2010","3","2010-March","30","S",1,"6","13","46.1538461538461538"
"2010","3","2010-March","30","S",2,"7","13","100.0000000000000000"
"2010","3","2010-March","30","SE",1,"6","12","50.0000000000000000"
"2010","3","2010-March","30","SE",2,"5","12","91.6666666666666667"
"2010","3","2010-March","30","SE",4,"1","12","100.0000000000000000"
"2010","3","2010-March","30","SW",1,"14","18","77.7777777777777778"
"2010","3","2010-March","30","SW",2,"4","18","100.0000000000000000"
"2010","3","2010-March","30","W",1,"30","34","88.2352941176470588"
"2010","3","2010-March","30","W",2,"4","34","100.0000000000000000"
"2010","3","2010-March","31","E",1,"10","73","13.6986301369863014"
"2010","3","2010-March","31","E",2,"24","73","46.5753424657534247"
"2010","3","2010-March","31","E",3,"23","73","78.0821917808219179"
"2010","3","2010-March","31","E",4,"14","73","97.2602739726027398"
"2010","3","2010-March","31","E",5,"2","73","100.0000000000000001"
"2010","3","2010-March","31","N",1,"18","44","40.9090909090909091"
"2010","3","2010-March","31","N",2,"23","44","93.1818181818181818"
"2010","3","2010-March","31","N",3,"3","44","100.0000000000000000"
"2010","3","2010-March","31","NE",1,"13","52","25.0000000000000000"
"2010","3","2010-March","31","NE",2,"16","52","55.7692307692307692"
"2010","3","2010-March","31","NE",3,"22","52","98.0769230769230769"
"2010","3","2010-March","31","NE",4,"1","52","100.0000000000000000"
"2010","3","2010-March","31","NW",1,"37","47","78.7234042553191489"
"2010","3","2010-March","31","NW",2,"10","47","100.0000000000000000"
"2010","3","2010-March","31","S",1,"2","2","100.0000000000000000"
"2010","3","2010-March","31","SE",1,"3","25","12.0000000000000000"
"2010","3","2010-March","31","SE",2,"10","25","52.0000000000000000"
