"year","month","day","cardinal_direction","speed_bin","cumulative_percent_frequency"
"2010","1","23","NW",3,"15.0000000000000000"
"2010","1","23","S",1,"4.3478260869565217"
"2010","1","23","S",2,"8.6956521739130434"
"2010","1","23","SE",1,"1.7857142857142857"
"2010","1","23","SE",2,"3.5714285714285714"
"2010","1","23","SE",3,"5.3571428571428571"
"2010","1","23","SW",1,"3.2258064516129032"
"2010","1","23","SW",2,"6.4516129032258064"
"2010","1","23","SW",3,"9.6774193548387096"
"2010","1","23","W",1,"1.6393442622950820"
"2010","1","23","W",2,"3.2786885245901640"
"2010","1","23","W",3,"4.9180327868852460"
"2010","1","24","E",1,"1.2658227848101266"
"2010","1","24","E",2,"2.5316455696202532"
"2010","1","24","E",3,"3.7974683544303798"
"2010","1","24","E",4,"5.0632911392405064"
"2010","1","24","N",1,"5.2631578947368421"
"2010","1","24","N",2,"10.5263157894736842"
"2010","1","24","N",3,"15.7894736842105263"
"2010","1","24","N",4,"21.0526315789473684"
"2010","1","24","NE",1,"3.1250000000000000"
"2010","1","24","NE",2,"6.2500000000000000"
"2010","1","24","NE",3,"9.3750000000000000"
"2010","1","24","NE",4,"12.5000000000000000"
"2010","1","24","NW",1,"4.0000000000000000"
"2010","1","24","NW",2,"8.0000000000000000"
"2010","1","24","S",1,"4.7619047619047619"
"2010","1","24","S",2,"9.5238095238095238"
"2010","1","24","S",3,"14.2857142857142857"
"2010","1","24","SE",1,"1.6949152542372881"
"2010","1","24","SE",2,"3.3898305084745762"
"2010","1","24","SE",3,"5.0847457627118643"
"2010","1","24","SE",4,"6.7796610169491524"
"2010","1","24","SW",1,"6.6666666666666667"
"2010","1","24","SW",2,"13.3333333333333334"
"2010","1","24","W",1,"7.6923076923076923"
"2010","1","25","E",2,"2.1739130434782609"
"2010","1","25","E",3,"4.3478260869565218"
"2010","1","25","E",4,"6.5217391304347827"
"2010","1","25","E",5,"8.6956521739130436"
"2010","1","25","N",1,"1.7857142857142857"
"2010","1","25","N",2,"3.5714285714285714"
"2010","1","25","N",3,"5.3571428571428571"
"2010","1","25","N",4,"7.1428571428571428"
"2010","1","25","NE",1,"2.7027027027027027"
"2010","1","25","NE",2,"5.4054054054054054"
"2010","1","25","NE",3,"8.1081081081081081"
"2010","1","25","NE",4,"10.8108108108108108"
"2010","1","25","NE",5,"13.5135135135135135"
"2010","1","25","NW",1,"1.7857142857142857"
"2010","1","25","NW",2,"3.5714285714285714"
"2010","1","25","S",1,"6.2500000000000000"
"2010","1","25","S",2,"12.5000000000000000"
"2010","1","25","S",3,"18.7500000000000000"
"2010","1","25","SE",1,"10.0000000000000000"
"2010","1","25","SE",2,"20.0000000000000000"
"2010","1","25","SE",3,"30.0000000000000000"
"2010","1","25","SE",4,"40.0000000000000000"
"2010","1","25","SW",1,"3.8461538461538462"
"2010","1","25","SW",2,"7.6923076923076924"
"2010","1","25","W",1,"2.7777777777777778"
"2010","1","25","W",2,"5.5555555555555556"
"2010","1","26","E",1,"33.3333333333333333"
"2010","1","26","N",1,"3.7037037037037037"
"2010","1","26","N",2,"7.4074074074074074"
"2010","1","26","N",3,"11.1111111111111111"
"2010","1","26","N",4,"14.8148148148148148"
"2010","1","26","N",5,"18.5185185185185185"
"2010","1","26","NE",1,"1.0309278350515464"
"2010","1","26","NE",2,"2.0618556701030928"
"2010","1","26","NE",3,"3.0927835051546392"
"2010","1","26","NE",4,"4.1237113402061856"
"2010","1","26","NE",5,"5.1546391752577320"
"2010","1","26","NE",6,"6.1855670103092784"
"2010","1","26","NE",7,"7.2164948453608248"
"2010","1","26","NW",1,"5.5555555555555556"
"2010","1","26","NW",2,"11.1111111111111112"
"2010","1","26","S",1,"9.0909090909090909"
"2010","1","26","SE",1,"14.2857142857142857"
"2010","1","26","SW",1,"5.8823529411764706"
"2010","1","26","W",1,"7.6923076923076923"
"2010","3","24","E",1,"11.1111111111111111"
"2010","3","24","E",2,"22.2222222222222222"
"2010","3","24","N",1,"7.1428571428571429"
"2010","3","24","N",2,"14.2857142857142858"
"2010","3","24","NE",1,"50.0000000000000000"
"2010","3","24","NE",2,"100.0000000000000000"
"2010","3","24","NW",1,"12.5000000000000000"
"2010","3","24","NW",2,"25.0000000000000000"
"2010","3","24","S",2,"7.6923076923076923"
"2010","3","24","S",3,"15.3846153846153846"
"2010","3","24","SE",2,"4.7619047619047619"
"2010","3","24","SE",3,"9.5238095238095238"
"2010","3","24","W",1,"100.0000000000000000"
"2010","3","25","E",1,"5.8823529411764706"
"2010","3","25","E",2,"11.7647058823529412"
"2010","3","25","N",1,"2.4390243902439024"
"2010","3","25","N",2,"4.8780487804878048"
"2010","3","25","N",3,"7.3170731707317072"
"2010","3","25","NE",1,"1.5384615384615385"
"2010","3","25","NE",2,"3.0769230769230770"
"2010","3","25","NE",3,"4.6153846153846155"
"2010","3","25","NW",1,"2.8571428571428571"
"2010","3","25","NW",2,"5.7142857142857142"
"2010","3","25","NW",3,"8.5714285714285713"
"2010","3","25","S",2,"2.6315789473684211"
"2010","3","25","S",3,"5.2631578947368422"
"2010","3","25","S",4,"7.8947368421052633"
"2010","3","25","SE",1,"3.1250000000000000"
"2010","3","25","SE",2,"6.2500000000000000"
"2010","3","25","SE",3,"9.3750000000000000"
"2010","3","25","SE",4,"12.5000000000000000"
"2010","3","25","SW",1,"4.3478260869565217"
"2010","3","25","SW",2,"8.6956521739130434"
"2010","3","25","SW",3,"13.0434782608695651"
"2010","3","25","SW",4,"17.3913043478260868"
"2010","3","25","W",1,"5.0000000000000000"
"2010","3","25","W",2,"10.0000000000000000"
"2010","3","25","W",3,"15.0000000000000000"
"2010","3","26","E",1,"3.4482758620689655"
"2010","3","26","E",2,"6.8965517241379310"
"2010","3","26","E",3,"10.3448275862068965"
"2010","3","26","E",4,"13.7931034482758620"
"2010","3","26","N",1,"1.6129032258064516"
"2010","3","26","N",2,"3.2258064516129032"
"2010","3","26","N",3,"4.8387096774193548"
"2010","3","26","N",4,"6.4516129032258064"
"2010","3","26","N",5,"8.0645161290322580"
"2010","3","26","N",6,"9.6774193548387096"
"2010","3","26","N",7,"11.2903225806451612"
"2010","3","26","N",8,"12.9032258064516128"
"2010","3","26","NE",1,"0.74074074074074074074"
"2010","3","26","NE",2,"1.48148148148148148148"
"2010","3","26","NE",3,"2.22222222222222222222"
"2010","3","26","NE",4,"2.96296296296296296296"
"2010","3","26","NE",5,"3.70370370370370370370"
"2010","3","26","NE",6,"4.44444444444444444444"
"2010","3","26","NE",7,"5.18518518518518518518"
"2010","3","26","NW",1,"100.0000000000000000"
"2010","3","26","S",1,"25.0000000000000000"
"2010","3","26","S",2,"50.0000000000000000"
"2010","3","26","SE",1,"2.2222222222222222"
"2010","3","26","SE",2,"4.4444444444444444"
"2010","3","26","SE",3,"6.6666666666666666"
"2010","3","26","SW",1,"16.6666666666666667"
"2010","3","26","W",1,"100.0000000000000000"
"2010","3","27","E",1,"2.5641025641025641"
"2010","3","27","E",2,"5.1282051282051282"
"2010","3","27","E",3,"7.6923076923076923"
"2010","3","27","N",1,"3.7037037037037037"
"2010","3","27","N",2,"7.4074074074074074"
"2010","3","27","N",3,"11.1111111111111111"
"2010","3","27","N",4,"14.8148148148148148"
"2010","3","27","NE",1,"1.2500000000000000"
"2010","3","27","NE",2,"2.5000000000000000"
"2010","3","27","NE",3,"3.7500000000000000"
"2010","3","27","NE",4,"5.0000000000000000"
"2010","3","27","NW",1,"2.9411764705882353"
"2010","3","27","NW",2,"5.8823529411764706"
"2010","3","27","S",1,"3.3333333333333333"
"2010","3","27","S",2,"6.6666666666666666"
"2010","3","27","SE",1,"2.6315789473684211"
"2010","3","27","SE",2,"5.2631578947368422"
"2010","3","27","SE",3,"7.8947368421052633"
"2010","3","27","SW",1,"11.1111111111111111"
"2010","3","27","W",1,"4.0000000000000000"
"2010","3","27","W",2,"8.0000000000000000"
"2010","3","28","E",1,"2.3809523809523810"
"2010","3","28","E",2,"4.7619047619047620"
"2010","3","28","E",3,"7.1428571428571430"
"2010","3","28","N",1,"3.7037037037037037"
"2010","3","28","N",2,"7.4074074074074074"
"2010","3","28","N",3,"11.1111111111111111"
"2010","3","28","N",4,"14.8148148148148148"
"2010","3","28","NE",1,"1.4492753623188406"
"2010","3","28","NE",2,"2.8985507246376812"
"2010","3","28","NE",3,"4.3478260869565218"
"2010","3","28","NE",4,"5.7971014492753624"
"2010","3","28","NE",5,"7.2463768115942030"
"2010","3","28","NE",6,"8.6956521739130436"
"2010","3","28","NW",1,"2.9411764705882353"
"2010","3","28","NW",2,"5.8823529411764706"
"2010","3","28","NW",3,"8.8235294117647059"
"2010","3","28","S",1,"3.3333333333333333"
"2010","3","28","S",2,"6.6666666666666666"
"2010","3","28","SE",1,"4.7619047619047619"
"2010","3","28","SE",2,"9.5238095238095238"
"2010","3","28","SE",3,"14.2857142857142857"
"2010","3","28","SW",1,"3.8461538461538462"
"2010","3","28","SW",2,"7.6923076923076924"
"2010","3","28","SW",3,"11.5384615384615386"
"2010","3","28","W",1,"6.2500000000000000"
"2010","3","28","W",2,"12.5000000000000000"
"2010","3","28","W",3,"18.7500000000000000"
"2010","3","29","E",1,"2.8571428571428571"
"2010","3","29","E",2,"5.7142857142857142"
"2010","3","29","E",3,"8.5714285714285713"
"2010","3","29","N",1,"4.5454545454545455"
"2010","3","29","N",2,"9.0909090909090910"
"2010","3","29","N",3,"13.6363636363636365"
"2010","3","29","N",4,"18.1818181818181820"
"2010","3","29","N",5,"22.7272727272727275"
"2010","3","29","NE",1,"1.1363636363636364"
"2010","3","29","NE",2,"2.2727272727272728"
"2010","3","29","NE",3,"3.4090909090909092"
"2010","3","29","NE",4,"4.5454545454545456"
"2010","3","29","NE",5,"5.6818181818181820"
"2010","3","29","NW",1,"9.0909090909090909"
"2010","3","29","NW",2,"18.1818181818181818"
"2010","3","29","S",1,"3.1250000000000000"
"2010","3","29","S",2,"6.2500000000000000"
"2010","3","29","S",3,"9.3750000000000000"
"2010","3","29","SE",1,"2.3809523809523810"
"2010","3","29","SE",2,"4.7619047619047620"
"2010","3","29","SE",3,"7.1428571428571430"
"2010","3","29","SE",4,"9.5238095238095240"
"2010","3","29","SW",1,"2.8571428571428571"
"2010","3","29","SW",2,"5.7142857142857142"
"2010","3","29","W",1,"5.2631578947368421"
"2010","3","29","W",2,"10.5263157894736842"
"2010","3","30","E",1,"2.5000000000000000"
"2010","3","30","E",2,"5.0000000000000000"
"2010","3","30","E",3,"7.5000000000000000"
"2010","3","30","E",4,"10.0000000000000000"
"2010","3","30","E",5,"12.5000000000000000"
"2010","3","30","N",1,"2.4390243902439024"
"2010","3","30","N",2,"4.8780487804878048"
"2010","3","30","N",3,"7.3170731707317072"
"2010","3","30","N",5,"9.7560975609756096"
"2010","3","30","NE",1,"1.2987012987012987"
"2010","3","30","NE",2,"2.5974025974025974"
"2010","3","30","NE",3,"3.8961038961038961"
"2010","3","30","NE",4,"5.1948051948051948"
"2010","3","30","NE",5,"6.4935064935064935"
"2010","3","30","NE",6,"7.7922077922077922"
"2010","3","30","NW",1,"2.1276595744680851"
"2010","3","30","NW",2,"4.2553191489361702"
"2010","3","30","S",1,"7.6923076923076923"
"2010","3","30","S",2,"15.3846153846153846"
"2010","3","30","SE",1,"8.3333333333333333"
"2010","3","30","SE",2,"16.6666666666666666"
"2010","3","30","SE",4,"24.9999999999999999"
"2010","3","30","SW",1,"5.5555555555555556"
"2010","3","30","SW",2,"11.1111111111111112"
"2010","3","30","W",1,"2.9411764705882353"
"2010","3","30","W",2,"5.8823529411764706"
"2010","3","31","E",1,"1.3698630136986301"
"2010","3","31","E",2,"2.7397260273972602"
"2010","3","31","E",3,"4.1095890410958903"
"2010","3","31","E",4,"5.4794520547945204"
"2010","3","31","E",5,"6.8493150684931505"
"2010","3","31","N",1,"2.2727272727272727"
"2010","3","31","N",2,"4.5454545454545454"
"2010","3","31","N",3,"6.8181818181818181"
"2010","3","31","NE",1,"1.9230769230769231"
"2010","3","31","NE",2,"3.8461538461538462"
"2010","3","31","NE",3,"5.7692307692307693"
"2010","3","31","NE",4,"7.6923076923076924"
"2010","3","31","NW",1,"2.1276595744680851"
"2010","3","31","NW",2,"4.2553191489361702"
"2010","3","31","S",1,"50.0000000000000000"
"2010","3","31","SE",1,"4.0000000000000000"
"2010","3","31","SE",2,"8.0000000000000000"
"2010","3","31","SE",3,"12.0000000000000000"
"2010","3","31","SW",1,"8.3333333333333333"
"2010","3","31","W",1,"5.0000000000000000"
"2010","4","1","E",1,"5.5555555555555556"
"2010","4","1","E",2,"11.1111111111111112"
"2010","4","1","E",3,"16.6666666666666668"
"2010","4","1","N",1,"3.4482758620689655"
"2010","4","1","N",2,"6.8965517241379310"
"2010","4","1","N",3,"10.3448275862068965"
"2010","4","1","NE",1,"6.6666666666666667"
"2010","4","1","NE",2,"13.3333333333333334"
"2010","4","1","NW",1,"6.6666666666666667"
"2010","4","1","NW",2,"13.3333333333333334"
"2010","4","1","S",1,"2.3255813953488372"
"2010","4","1","S",2,"4.6511627906976744"
"2010","4","1","S",3,"6.9767441860465116"
"2010","4","1","S",4,"9.3023255813953488"
"2010","4","1","S",5,"11.6279069767441860"
"2010","4","1","S",6,"13.9534883720930232"
"2010","4","1","SE",1,"0.84033613445378151261"
"2010","4","1","SE",2,"1.68067226890756302522"
"2010","4","1","SE",3,"2.52100840336134453783"
"2010","4","1","SE",4,"3.36134453781512605044"
"2010","4","1","SE",5,"4.20168067226890756305"
"2010","4","1","SE",6,"5.04201680672268907566"
"2010","4","1","SW",1,"5.2631578947368421"
"2010","4","1","SW",2,"10.5263157894736842"
"2010","4","1","SW",3,"15.7894736842105263"
"2010","4","1","SW",4,"21.0526315789473684"
"2010","4","1","SW",5,"26.3157894736842105"
"2010","4","1","W",1,"5.8823529411764706"
"2010","4","2","E",1,"4.3478260869565217"
"2010","4","2","E",2,"8.6956521739130434"
"2010","4","2","N",1,"3.3333333333333333"
"2010","4","2","N",2,"6.6666666666666666"
"2010","4","2","NE",1,"2.9411764705882353"
"2010","4","2","NE",2,"5.8823529411764706"
"2010","4","2","NW",1,"4.0000000000000000"
"2010","4","2","NW",2,"8.0000000000000000"
"2010","4","2","S",1,"1.3513513513513514"
"2010","4","2","S",2,"2.7027027027027028"
"2010","4","2","S",3,"4.0540540540540542"
"2010","4","2","S",4,"5.4054054054054056"
"2010","4","2","S",5,"6.7567567567567570"
"2010","4","2","SE",1,"2.5000000000000000"
"2010","4","2","SE",2,"5.0000000000000000"
"2010","4","2","SE",3,"7.5000000000000000"
"2010","4","2","SE",4,"10.0000000000000000"
"2010","4","2","SE",5,"12.5000000000000000"
"2010","4","2","SW",1,"2.7027027027027027"
"2010","4","2","SW",2,"5.4054054054054054"
"2010","4","2","SW",3,"8.1081081081081081"
"2010","4","2","SW",4,"10.8108108108108108"
"2010","4","2","W",1,"6.2500000000000000"
"2010","4","2","W",2,"12.5000000000000000"
"2010","4","2","W",3,"18.7500000000000000"
"2010","4","3","E",1,"1.1235955056179775"
"2010","4","3","E",2,"2.2471910112359550"
"2010","4","3","E",3,"3.3707865168539325"
"2010","4","3","E",4,"4.4943820224719100"
"2010","4","3","E",5,"5.6179775280898875"
"2010","4","3","N",1,"3.8461538461538462"
"2010","4","3","N",2,"7.6923076923076924"
"2010","4","3","N",3,"11.5384615384615386"
"2010","4","3","NE",1,"1.4084507042253521"
"2010","4","3","NE",2,"2.8169014084507042"
"2010","4","3","NE",3,"4.2253521126760563"
"2010","4","3","NE",4,"5.6338028169014084"
"2010","4","3","NE",5,"7.0422535211267605"
"2010","4","3","NW",1,"4.5454545454545455"
"2010","4","3","NW",2,"9.0909090909090910"
"2010","4","3","S",1,"14.2857142857142857"
"2010","4","3","S",2,"28.5714285714285714"
"2010","4","3","S",3,"42.8571428571428571"
"2010","4","3","SE",1,"3.1250000000000000"
"2010","4","3","SE",2,"6.2500000000000000"
"2010","4","3","SE",3,"9.3750000000000000"
"2010","4","3","SE",4,"12.5000000000000000"
"2010","4","3","SE",5,"15.6250000000000000"
"2010","4","3","SW",1,"33.3333333333333333"
"2010","4","3","SW",2,"66.6666666666666666"
"2010","4","3","W",1,"4.5454545454545455"
"2010","4","3","W",2,"9.0909090909090910"
"2010","4","3","W",3,"13.6363636363636365"
"2010","4","4","E",1,"1.6949152542372881"
"2010","4","4","E",2,"3.3898305084745762"
"2010","4","4","E",3,"5.0847457627118643"
"2010","4","4","N",1,"12.5000000000000000"
"2010","4","4","N",2,"25.0000000000000000"
"2010","4","4","N",3,"37.5000000000000000"
"2010","4","4","N",4,"50.0000000000000000"
"2010","4","4","NE",1,"1.8867924528301887"
"2010","4","4","NE",2,"3.7735849056603774"
"2010","4","4","NE",3,"5.6603773584905661"
"2010","4","4","NE",4,"7.5471698113207548"
"2010","4","4","NW",1,"14.2857142857142857"
"2010","4","4","NW",2,"28.5714285714285714"
"2010","4","4","NW",3,"42.8571428571428571"
"2010","4","4","S",1,"2.0408163265306122"
"2010","4","4","S",2,"4.0816326530612244"
"2010","4","4","S",3,"6.1224489795918366"
"2010","4","4","S",4,"8.1632653061224488"
"2010","4","4","S",5,"10.2040816326530610"
"2010","4","4","SE",1,"1.1764705882352941"
"2010","4","4","SE",2,"2.3529411764705882"
"2010","4","4","SE",3,"3.5294117647058823"
"2010","4","4","SE",4,"4.7058823529411764"
"2010","4","4","SE",5,"5.8823529411764705"
"2010","4","4","SE",6,"7.0588235294117646"
"2010","4","4","SW",1,"6.2500000000000000"
"2010","4","4","SW",2,"12.5000000000000000"
"2010","4","4","SW",3,"18.7500000000000000"
"2010","4","4","W",1,"9.0909090909090909"
"2010","4","4","W",2,"18.1818181818181818"
"2010","4","4","W",3,"27.2727272727272727"
"2010","4","5","E",1,"4.0000000000000000"
"2010","4","5","E",2,"8.0000000000000000"
"2010","4","5","E",3,"12.0000000000000000"
"2010","4","5","E",4,"16.0000000000000000"
"2010","4","5","N",1,"2.3809523809523810"
"2010","4","5","N",2,"4.7619047619047620"
"2010","4","5","N",3,"7.1428571428571430"
"2010","4","5","NE",1,"11.1111111111111111"
"2010","4","5","NE",2,"22.2222222222222222"
"2010","4","5","NW",1,"7.1428571428571429"
"2010","4","5","NW",2,"14.2857142857142858"
"2010","4","5","S",1,"2.6315789473684211"
"2010","4","5","S",2,"5.2631578947368422"
"2010","4","5","S",3,"7.8947368421052633"
"2010","4","5","S",4,"10.5263157894736844"
"2010","4","5","S",5,"13.1578947368421055"
"2010","4","5","S",6,"15.7894736842105266"
"2010","4","5","SE",1,"0.80645161290322580645"
"2010","4","5","SE",2,"1.61290322580645161290"
"2010","4","5","SE",3,"2.41935483870967741935"
"2010","4","5","SE",4,"3.22580645161290322580"
"2010","4","5","SE",5,"4.03225806451612903225"
"2010","4","5","SW",1,"10.0000000000000000"
"2010","4","5","SW",2,"20.0000000000000000"
"2010","4","5","SW",4,"30.0000000000000000"
"2010","4","5","W",1,"5.8823529411764706"
"2010","4","6","E",1,"0.77519379844961240310"
"2010","4","6","E",2,"1.55038759689922480620"
"2010","4","6","E",3,"2.32558139534883720930"
"2010","4","6","E",4,"3.10077519379844961240"
"2010","4","6","E",5,"3.87596899224806201550"
"2010","4","6","E",6,"4.65116279069767441860"
"2010","4","6","N",1,"14.2857142857142857"
"2010","4","6","N",2,"28.5714285714285714"
"2010","4","6","NE",1,"4.0000000000000000"
"2010","4","6","NE",2,"8.0000000000000000"
"2010","4","6","S",1,"50.0000000000000000"
"2010","4","6","SE",1,"0.88495575221238938053"
"2010","4","6","SE",2,"1.76991150442477876106"
"2010","4","6","SE",3,"2.65486725663716814159"
"2010","4","6","SE",4,"3.53982300884955752212"
"2010","4","6","SE",5,"4.42477876106194690265"
"2010","4","6","SE",6,"5.30973451327433628318"
"2010","4","7","E",1,"1.9230769230769231"
"2010","4","7","E",2,"3.8461538461538462"
"2010","4","7","E",3,"5.7692307692307693"
"2010","4","7","N",1,"3.2258064516129032"
"2010","4","7","N",2,"6.4516129032258064"
