"year","month","year_month","day","cardinal_direction","speed_bin","count_speed_bin","count_total","percent_frequency"
"2010","1","2010-January","18","E",2,"5","18","27.7777777777777778"
"2010","1","2010-January","18","E",3,"3","18","16.6666666666666667"
"2010","1","2010-January","18","E",4,"2","18","11.1111111111111111"
"2010","1","2010-January","18","N",1,"30","109","27.5229357798165138"
"2010","1","2010-January","18","N",2,"54","109","49.5412844036697248"
"2010","1","2010-January","18","N",3,"25","109","22.9357798165137615"
"2010","1","2010-January","18","NE",1,"15","31","48.3870967741935484"
"2010","1","2010-January","18","NE",2,"11","31","35.4838709677419355"
"2010","1","2010-January","18","NE",3,"5","31","16.1290322580645161"
"2010","1","2010-January","18","NW",1,"35","42","83.3333333333333333"
"2010","1","2010-January","18","NW",2,"6","42","14.2857142857142857"
"2010","1","2010-January","18","NW",3,"1","42","2.3809523809523810"
"2010","1","2010-January","18","S",1,"7","15","46.6666666666666667"
"2010","1","2010-January","18","S",2,"3","15","20.0000000000000000"
"2010","1","2010-January","18","S",3,"3","15","20.0000000000000000"
"2010","1","2010-January","18","S",4,"1","15","6.6666666666666667"
"2010","1","2010-January","18","S",5,"1","15","6.6666666666666667"
"2010","1","2010-January","18","SE",1,"8","31","25.8064516129032258"
"2010","1","2010-January","18","SE",2,"10","31","32.2580645161290323"
"2010","1","2010-January","18","SE",3,"8","31","25.8064516129032258"
"2010","1","2010-January","18","SE",4,"5","31","16.1290322580645161"
"2010","1","2010-January","18","SW",1,"10","10","100.0000000000000000"
"2010","1","2010-January","18","W",1,"18","18","100.0000000000000000"
"2010","1","2010-January","19","E",1,"10","121","8.2644628099173554"
"2010","1","2010-January","19","E",2,"17","121","14.0495867768595041"
"2010","1","2010-January","19","E",3,"35","121","28.9256198347107438"
"2010","1","2010-January","19","E",4,"27","121","22.3140495867768595"
"2010","1","2010-January","19","E",5,"25","121","20.6611570247933884"
"2010","1","2010-January","19","E",6,"6","121","4.9586776859504132"
"2010","1","2010-January","19","E",7,"1","121","0.82644628099173553719"
"2010","1","2010-January","19","N",1,"19","19","100.0000000000000000"
"2010","1","2010-January","19","NE",1,"13","20","65.0000000000000000"
"2010","1","2010-January","19","NE",2,"4","20","20.0000000000000000"
"2010","1","2010-January","19","NE",3,"2","20","10.0000000000000000"
"2010","1","2010-January","19","NE",5,"1","20","5.0000000000000000"
"2010","1","2010-January","19","NW",1,"15","21","71.4285714285714286"
"2010","1","2010-January","19","NW",2,"6","21","28.5714285714285714"
"2010","1","2010-January","19","S",1,"6","8","75.0000000000000000"
"2010","1","2010-January","19","S",2,"2","8","25.0000000000000000"
"2010","1","2010-January","19","SE",1,"9","85","10.5882352941176471"
"2010","1","2010-January","19","SE",2,"30","85","35.2941176470588235"
"2010","1","2010-January","19","SE",3,"20","85","23.5294117647058824"
"2010","1","2010-January","19","SE",4,"2","85","2.3529411764705882"
"2010","1","2010-January","19","SE",5,"16","85","18.8235294117647059"
"2010","1","2010-January","19","SE",6,"7","85","8.2352941176470588"
"2010","1","2010-January","19","SE",7,"1","85","1.1764705882352941"
"2010","1","2010-January","19","SW",1,"2","2","100.0000000000000000"
"2010","1","2010-January","19","W",1,"7","7","100.0000000000000000"
"2010","1","2010-January","20","E",1,"12","63","19.0476190476190476"
"2010","1","2010-January","20","E",2,"28","63","44.4444444444444444"
"2010","1","2010-January","20","E",3,"18","63","28.5714285714285714"
"2010","1","2010-January","20","E",4,"2","63","3.1746031746031746"
"2010","1","2010-January","20","E",5,"3","63","4.7619047619047619"
"2010","1","2010-January","20","N",1,"14","19","73.6842105263157895"
"2010","1","2010-January","20","N",2,"4","19","21.0526315789473684"
"2010","1","2010-January","20","N",3,"1","19","5.2631578947368421"
"2010","1","2010-January","20","NE",1,"13","29","44.8275862068965517"
"2010","1","2010-January","20","NE",2,"14","29","48.2758620689655172"
"2010","1","2010-January","20","NE",3,"2","29","6.8965517241379310"
"2010","1","2010-January","20","NW",1,"11","11","100.0000000000000000"
"2010","1","2010-January","20","S",1,"4","5","80.0000000000000000"
"2010","1","2010-January","20","S",2,"1","5","20.0000000000000000"
"2010","1","2010-January","20","SE",1,"10","130","7.6923076923076923"
"2010","1","2010-January","20","SE",2,"54","130","41.5384615384615385"
"2010","1","2010-January","20","SE",3,"35","130","26.9230769230769231"
"2010","1","2010-January","20","SE",4,"18","130","13.8461538461538462"
"2010","1","2010-January","20","SE",5,"9","130","6.9230769230769231"
"2010","1","2010-January","20","SE",6,"4","130","3.0769230769230769"
"2010","1","2010-January","20","SW",1,"10","10","100.0000000000000000"
"2010","1","2010-January","20","W",1,"6","6","100.0000000000000000"
"2010","1","2010-January","21","E",1,"38","52","73.0769230769230769"
"2010","1","2010-January","21","E",2,"13","52","25.0000000000000000"
"2010","1","2010-January","21","E",3,"1","52","1.9230769230769231"
"2010","1","2010-January","21","N",1,"12","34","35.2941176470588235"
"2010","1","2010-January","21","N",2,"5","34","14.7058823529411765"
"2010","1","2010-January","21","N",3,"8","34","23.5294117647058824"
"2010","1","2010-January","21","N",4,"9","34","26.4705882352941176"
"2010","1","2010-January","21","NE",1,"19","55","34.5454545454545455"
"2010","1","2010-January","21","NE",2,"9","55","16.3636363636363636"
"2010","1","2010-January","21","NE",3,"13","55","23.6363636363636364"
"2010","1","2010-January","21","NE",4,"12","55","21.8181818181818182"
"2010","1","2010-January","21","NE",5,"2","55","3.6363636363636364"
"2010","1","2010-January","21","NW",1,"11","21","52.3809523809523810"
"2010","1","2010-January","21","NW",2,"6","21","28.5714285714285714"
"2010","1","2010-January","21","NW",3,"3","21","14.2857142857142857"
"2010","1","2010-January","21","NW",4,"1","21","4.7619047619047619"
"2010","1","2010-January","21","S",1,"11","14","78.5714285714285714"
"2010","1","2010-January","21","S",2,"1","14","7.1428571428571429"
"2010","1","2010-January","21","S",3,"2","14","14.2857142857142857"
"2010","1","2010-January","21","SE",1,"23","67","34.3283582089552239"
"2010","1","2010-January","21","SE",2,"27","67","40.2985074626865672"
"2010","1","2010-January","21","SE",3,"17","67","25.3731343283582090"
"2010","1","2010-January","21","SW",1,"15","21","71.4285714285714286"
"2010","1","2010-January","21","SW",2,"2","21","9.5238095238095238"
"2010","1","2010-January","21","SW",3,"4","21","19.0476190476190476"
"2010","1","2010-January","21","W",1,"10","16","62.5000000000000000"
"2010","1","2010-January","21","W",2,"2","16","12.5000000000000000"
"2010","1","2010-January","21","W",3,"4","16","25.0000000000000000"
"2010","1","2010-January","22","E",1,"11","75","14.6666666666666667"
"2010","1","2010-January","22","E",2,"4","75","5.3333333333333333"
"2010","1","2010-January","22","E",3,"27","75","36.0000000000000000"
"2010","1","2010-January","22","E",4,"19","75","25.3333333333333333"
"2010","1","2010-January","22","E",5,"13","75","17.3333333333333333"
"2010","1","2010-January","22","E",6,"1","75","1.3333333333333333"
"2010","1","2010-January","22","N",1,"19","57","33.3333333333333333"
"2010","1","2010-January","22","N",2,"32","57","56.1403508771929825"
"2010","1","2010-January","22","N",3,"6","57","10.5263157894736842"
"2010","1","2010-January","22","NE",1,"12","39","30.7692307692307692"
"2010","1","2010-January","22","NE",2,"15","39","38.4615384615384615"
"2010","1","2010-January","22","NE",3,"6","39","15.3846153846153846"
"2010","1","2010-January","22","NE",4,"6","39","15.3846153846153846"
"2010","1","2010-January","22","NW",1,"16","25","64.0000000000000000"
"2010","1","2010-January","22","NW",2,"9","25","36.0000000000000000"
"2010","1","2010-January","22","S",1,"11","13","84.6153846153846154"
"2010","1","2010-January","22","S",2,"2","13","15.3846153846153846"
"2010","1","2010-January","22","SE",1,"20","55","36.3636363636363636"
"2010","1","2010-January","22","SE",2,"20","55","36.3636363636363636"
"2010","1","2010-January","22","SE",3,"4","55","7.2727272727272727"
"2010","1","2010-January","22","SE",4,"7","55","12.7272727272727273"
"2010","1","2010-January","22","SE",5,"3","55","5.4545454545454545"
"2010","1","2010-January","22","SE",6,"1","55","1.8181818181818182"
"2010","1","2010-January","22","SW",1,"2","2","100.0000000000000000"
"2010","1","2010-January","22","W",1,"7","7","100.0000000000000000"
"2010","1","2010-January","23","E",1,"19","31","61.2903225806451613"
"2010","1","2010-January","23","E",2,"9","31","29.0322580645161290"
"2010","1","2010-January","23","E",3,"3","31","9.6774193548387097"
"2010","1","2010-January","23","N",1,"5","10","50.0000000000000000"
"2010","1","2010-January","23","N",2,"4","10","40.0000000000000000"
"2010","1","2010-January","23","N",3,"1","10","10.0000000000000000"
"2010","1","2010-January","23","NE",1,"7","26","26.9230769230769231"
"2010","1","2010-January","23","NE",2,"14","26","53.8461538461538462"
"2010","1","2010-January","23","NE",3,"5","26","19.2307692307692308"
"2010","1","2010-January","23","NW",1,"12","20","60.0000000000000000"
"2010","1","2010-January","23","NW",2,"7","20","35.0000000000000000"
"2010","1","2010-January","23","NW",3,"1","20","5.0000000000000000"
"2010","1","2010-January","23","S",1,"22","23","95.6521739130434783"
"2010","1","2010-January","23","S",2,"1","23","4.3478260869565217"
"2010","1","2010-January","23","SE",1,"20","56","35.7142857142857143"
"2010","1","2010-January","23","SE",2,"31","56","55.3571428571428571"
"2010","1","2010-January","23","SE",3,"5","56","8.9285714285714286"
"2010","1","2010-January","23","SW",1,"13","31","41.9354838709677419"
"2010","1","2010-January","23","SW",2,"14","31","45.1612903225806452"
"2010","1","2010-January","23","SW",3,"4","31","12.9032258064516129"
"2010","1","2010-January","23","W",1,"30","61","49.1803278688524590"
"2010","1","2010-January","23","W",2,"26","61","42.6229508196721311"
"2010","1","2010-January","23","W",3,"5","61","8.1967213114754098"
"2010","1","2010-January","24","E",1,"36","79","45.5696202531645570"
"2010","1","2010-January","24","E",2,"20","79","25.3164556962025316"
"2010","1","2010-January","24","E",3,"20","79","25.3164556962025316"
"2010","1","2010-January","24","E",4,"3","79","3.7974683544303797"
"2010","1","2010-January","24","N",1,"9","19","47.3684210526315789"
"2010","1","2010-January","24","N",2,"7","19","36.8421052631578947"
"2010","1","2010-January","24","N",3,"2","19","10.5263157894736842"
"2010","1","2010-January","24","N",4,"1","19","5.2631578947368421"
"2010","1","2010-January","24","NE",1,"16","32","50.0000000000000000"
"2010","1","2010-January","24","NE",2,"6","32","18.7500000000000000"
"2010","1","2010-January","24","NE",3,"8","32","25.0000000000000000"
"2010","1","2010-January","24","NE",4,"2","32","6.2500000000000000"
"2010","1","2010-January","24","NW",1,"21","25","84.0000000000000000"
"2010","1","2010-January","24","NW",2,"4","25","16.0000000000000000"
"2010","1","2010-January","24","S",1,"11","21","52.3809523809523810"
"2010","1","2010-January","24","S",2,"8","21","38.0952380952380952"
"2010","1","2010-January","24","S",3,"2","21","9.5238095238095238"
"2010","1","2010-January","24","SE",1,"26","59","44.0677966101694915"
"2010","1","2010-January","24","SE",2,"22","59","37.2881355932203390"
"2010","1","2010-January","24","SE",3,"10","59","16.9491525423728814"
"2010","1","2010-January","24","SE",4,"1","59","1.6949152542372881"
"2010","1","2010-January","24","SW",1,"13","15","86.6666666666666667"
"2010","1","2010-January","24","SW",2,"2","15","13.3333333333333333"
"2010","1","2010-January","24","W",1,"13","13","100.0000000000000000"
"2010","1","2010-January","25","E",2,"9","46","19.5652173913043478"
"2010","1","2010-January","25","E",3,"24","46","52.1739130434782609"
"2010","1","2010-January","25","E",4,"12","46","26.0869565217391304"
"2010","1","2010-January","25","E",5,"1","46","2.1739130434782609"
"2010","1","2010-January","25","N",1,"14","56","25.0000000000000000"
"2010","1","2010-January","25","N",2,"26","56","46.4285714285714286"
"2010","1","2010-January","25","N",3,"13","56","23.2142857142857143"
"2010","1","2010-January","25","N",4,"3","56","5.3571428571428571"
"2010","1","2010-January","25","NE",1,"6","37","16.2162162162162162"
"2010","1","2010-January","25","NE",2,"11","37","29.7297297297297297"
"2010","1","2010-January","25","NE",3,"14","37","37.8378378378378378"
"2010","1","2010-January","25","NE",4,"4","37","10.8108108108108108"
"2010","1","2010-January","25","NE",5,"2","37","5.4054054054054054"
"2010","1","2010-January","25","NW",1,"33","56","58.9285714285714286"
"2010","1","2010-January","25","NW",2,"23","56","41.0714285714285714"
"2010","1","2010-January","25","S",1,"11","16","68.7500000000000000"
"2010","1","2010-January","25","S",2,"4","16","25.0000000000000000"
"2010","1","2010-January","25","S",3,"1","16","6.2500000000000000"
"2010","1","2010-January","25","SE",1,"1","10","10.0000000000000000"
"2010","1","2010-January","25","SE",2,"1","10","10.0000000000000000"
"2010","1","2010-January","25","SE",3,"5","10","50.0000000000000000"
"2010","1","2010-January","25","SE",4,"3","10","30.0000000000000000"
"2010","1","2010-January","25","SW",1,"24","26","92.3076923076923077"
"2010","1","2010-January","25","SW",2,"2","26","7.6923076923076923"
"2010","1","2010-January","25","W",1,"31","36","86.1111111111111111"
"2010","1","2010-January","25","W",2,"5","36","13.8888888888888889"
"2010","1","2010-January","26","E",1,"3","3","100.0000000000000000"
"2010","1","2010-January","26","N",1,"9","27","33.3333333333333333"
"2010","1","2010-January","26","N",2,"10","27","37.0370370370370370"
"2010","1","2010-January","26","N",3,"4","27","14.8148148148148148"
"2010","1","2010-January","26","N",4,"1","27","3.7037037037037037"
"2010","1","2010-January","26","N",5,"3","27","11.1111111111111111"
"2010","1","2010-January","26","NE",1,"11","97","11.3402061855670103"
"2010","1","2010-January","26","NE",2,"3","97","3.0927835051546392"
"2010","1","2010-January","26","NE",3,"16","97","16.4948453608247423"
"2010","1","2010-January","26","NE",4,"20","97","20.6185567010309278"
"2010","1","2010-January","26","NE",5,"33","97","34.0206185567010309"
"2010","1","2010-January","26","NE",6,"13","97","13.4020618556701031"
"2010","1","2010-January","26","NE",7,"1","97","1.0309278350515464"
"2010","1","2010-January","26","NW",1,"16","18","88.8888888888888889"
"2010","1","2010-January","26","NW",2,"2","18","11.1111111111111111"
"2010","1","2010-January","26","S",1,"11","11","100.0000000000000000"
"2010","1","2010-January","26","SE",1,"7","7","100.0000000000000000"
"2010","1","2010-January","26","SW",1,"17","17","100.0000000000000000"
"2010","1","2010-January","26","W",1,"13","13","100.0000000000000000"
"2010","3","2010-March","24","E",1,"4","9","44.4444444444444444"
"2010","3","2010-March","24","E",2,"5","9","55.5555555555555556"
"2010","3","2010-March","24","N",1,"2","14","14.2857142857142857"
"2010","3","2010-March","24","N",2,"12","14","85.7142857142857143"
"2010","3","2010-March","24","NE",1,"1","2","50.0000000000000000"
"2010","3","2010-March","24","NE",2,"1","2","50.0000000000000000"
"2010","3","2010-March","24","NW",1,"3","8","37.5000000000000000"
"2010","3","2010-March","24","NW",2,"5","8","62.5000000000000000"
"2010","3","2010-March","24","S",2,"6","13","46.1538461538461538"
"2010","3","2010-March","24","S",3,"7","13","53.8461538461538462"
"2010","3","2010-March","24","SE",2,"12","21","57.1428571428571429"
"2010","3","2010-March","24","SE",3,"9","21","42.8571428571428571"
"2010","3","2010-March","24","W",1,"1","1","100.0000000000000000"
"2010","3","2010-March","25","E",1,"12","17","70.5882352941176471"
"2010","3","2010-March","25","E",2,"5","17","29.4117647058823529"
"2010","3","2010-March","25","N",1,"6","41","14.6341463414634146"
"2010","3","2010-March","25","N",2,"19","41","46.3414634146341463"
"2010","3","2010-March","25","N",3,"16","41","39.0243902439024390"
"2010","3","2010-March","25","NE",1,"49","65","75.3846153846153846"
"2010","3","2010-March","25","NE",2,"13","65","20.0000000000000000"
"2010","3","2010-March","25","NE",3,"3","65","4.6153846153846154"
"2010","3","2010-March","25","NW",1,"8","35","22.8571428571428571"
"2010","3","2010-March","25","NW",2,"25","35","71.4285714285714286"
"2010","3","2010-March","25","NW",3,"2","35","5.7142857142857143"
"2010","3","2010-March","25","S",2,"8","38","21.0526315789473684"
"2010","3","2010-March","25","S",3,"26","38","68.4210526315789474"
"2010","3","2010-March","25","S",4,"4","38","10.5263157894736842"
"2010","3","2010-March","25","SE",1,"7","32","21.8750000000000000"
"2010","3","2010-March","25","SE",2,"10","32","31.2500000000000000"
"2010","3","2010-March","25","SE",3,"12","32","37.5000000000000000"
"2010","3","2010-March","25","SE",4,"3","32","9.3750000000000000"
"2010","3","2010-March","25","SW",1,"3","23","13.0434782608695652"
"2010","3","2010-March","25","SW",2,"8","23","34.7826086956521739"
"2010","3","2010-March","25","SW",3,"11","23","47.8260869565217391"
"2010","3","2010-March","25","SW",4,"1","23","4.3478260869565217"
"2010","3","2010-March","25","W",1,"9","20","45.0000000000000000"
"2010","3","2010-March","25","W",2,"10","20","50.0000000000000000"
"2010","3","2010-March","25","W",3,"1","20","5.0000000000000000"
"2010","3","2010-March","26","E",1,"8","29","27.5862068965517241"
"2010","3","2010-March","26","E",2,"19","29","65.5172413793103448"
"2010","3","2010-March","26","E",3,"1","29","3.4482758620689655"
"2010","3","2010-March","26","E",4,"1","29","3.4482758620689655"
"2010","3","2010-March","26","N",1,"15","62","24.1935483870967742"
"2010","3","2010-March","26","N",2,"18","62","29.0322580645161290"
"2010","3","2010-March","26","N",3,"5","62","8.0645161290322581"
"2010","3","2010-March","26","N",4,"5","62","8.0645161290322581"
"2010","3","2010-March","26","N",5,"11","62","17.7419354838709677"
"2010","3","2010-March","26","N",6,"6","62","9.6774193548387097"
"2010","3","2010-March","26","N",7,"1","62","1.6129032258064516"
"2010","3","2010-March","26","N",8,"1","62","1.6129032258064516"
"2010","3","2010-March","26","NE",1,"23","135","17.0370370370370370"
"2010","3","2010-March","26","NE",2,"41","135","30.3703703703703704"
"2010","3","2010-March","26","NE",3,"21","135","15.5555555555555556"
"2010","3","2010-March","26","NE",4,"20","135","14.8148148148148148"
"2010","3","2010-March","26","NE",5,"20","135","14.8148148148148148"
"2010","3","2010-March","26","NE",6,"9","135","6.6666666666666667"
"2010","3","2010-March","26","NE",7,"1","135","0.74074074074074074074"
"2010","3","2010-March","26","NW",1,"1","1","100.0000000000000000"
"2010","3","2010-March","26","S",1,"3","4","75.0000000000000000"
"2010","3","2010-March","26","S",2,"1","4","25.0000000000000000"
"2010","3","2010-March","26","SE",1,"15","45","33.3333333333333333"
"2010","3","2010-March","26","SE",2,"29","45","64.4444444444444444"
"2010","3","2010-March","26","SE",3,"1","45","2.2222222222222222"
"2010","3","2010-March","26","SW",1,"6","6","100.0000000000000000"
"2010","3","2010-March","26","W",1,"1","1","100.0000000000000000"
"2010","3","2010-March","27","E",1,"8","39","20.5128205128205128"
"2010","3","2010-March","27","E",2,"19","39","48.7179487179487179"
"2010","3","2010-March","27","E",3,"12","39","30.7692307692307692"
"2010","3","2010-March","27","N",1,"3","27","11.1111111111111111"
"2010","3","2010-March","27","N",2,"13","27","48.1481481481481481"
"2010","3","2010-March","27","N",3,"9","27","33.3333333333333333"
"2010","3","2010-March","27","N",4,"2","27","7.4074074074074074"
"2010","3","2010-March","27","NE",1,"9","80","11.2500000000000000"
"2010","3","2010-March","27","NE",2,"15","80","18.7500000000000000"
"2010","3","2010-March","27","NE",3,"43","80","53.7500000000000000"
"2010","3","2010-March","27","NE",4,"13","80","16.2500000000000000"
"2010","3","2010-March","27","NW",1,"22","34","64.7058823529411765"
"2010","3","2010-March","27","NW",2,"12","34","35.2941176470588235"
"2010","3","2010-March","27","S",1,"15","30","50.0000000000000000"
"2010","3","2010-March","27","S",2,"15","30","50.0000000000000000"
"2010","3","2010-March","27","SE",1,"19","38","50.0000000000000000"
"2010","3","2010-March","27","SE",2,"9","38","23.6842105263157895"
"2010","3","2010-March","27","SE",3,"10","38","26.3157894736842105"
"2010","3","2010-March","27","SW",1,"9","9","100.0000000000000000"
"2010","3","2010-March","27","W",1,"17","25","68.0000000000000000"
"2010","3","2010-March","27","W",2,"8","25","32.0000000000000000"
"2010","3","2010-March","28","E",1,"22","42","52.3809523809523810"
"2010","3","2010-March","28","E",2,"19","42","45.2380952380952381"
"2010","3","2010-March","28","E",3,"1","42","2.3809523809523810"
"2010","3","2010-March","28","N",1,"11","27","40.7407407407407407"
"2010","3","2010-March","28","N",2,"9","27","33.3333333333333333"
"2010","3","2010-March","28","N",3,"6","27","22.2222222222222222"
"2010","3","2010-March","28","N",4,"1","27","3.7037037037037037"
"2010","3","2010-March","28","NE",1,"7","69","10.1449275362318841"
"2010","3","2010-March","28","NE",2,"11","69","15.9420289855072464"
"2010","3","2010-March","28","NE",3,"26","69","37.6811594202898551"
"2010","3","2010-March","28","NE",4,"19","69","27.5362318840579710"
"2010","3","2010-March","28","NE",5,"5","69","7.2463768115942029"
"2010","3","2010-March","28","NE",6,"1","69","1.4492753623188406"
"2010","3","2010-March","28","NW",1,"23","34","67.6470588235294118"
"2010","3","2010-March","28","NW",2,"9","34","26.4705882352941176"
"2010","3","2010-March","28","NW",3,"2","34","5.8823529411764706"
"2010","3","2010-March","28","S",1,"25","30","83.3333333333333333"
"2010","3","2010-March","28","S",2,"5","30","16.6666666666666667"
"2010","3","2010-March","28","SE",1,"13","21","61.9047619047619048"
"2010","3","2010-March","28","SE",2,"7","21","33.3333333333333333"
"2010","3","2010-March","28","SE",3,"1","21","4.7619047619047619"
"2010","3","2010-March","28","SW",1,"11","26","42.3076923076923077"
"2010","3","2010-March","28","SW",2,"14","26","53.8461538461538462"
"2010","3","2010-March","28","SW",3,"1","26","3.8461538461538462"
"2010","3","2010-March","28","W",1,"5","16","31.2500000000000000"
"2010","3","2010-March","28","W",2,"9","16","56.2500000000000000"
"2010","3","2010-March","28","W",3,"2","16","12.5000000000000000"
"2010","3","2010-March","29","E",1,"10","35","28.5714285714285714"
"2010","3","2010-March","29","E",2,"13","35","37.1428571428571429"
"2010","3","2010-March","29","E",3,"12","35","34.2857142857142857"
"2010","3","2010-March","29","N",1,"10","22","45.4545454545454545"
"2010","3","2010-March","29","N",2,"6","22","27.2727272727272727"
"2010","3","2010-March","29","N",3,"4","22","18.1818181818181818"
"2010","3","2010-March","29","N",4,"1","22","4.5454545454545455"
"2010","3","2010-March","29","N",5,"1","22","4.5454545454545455"
"2010","3","2010-March","29","NE",1,"18","88","20.4545454545454545"
"2010","3","2010-March","29","NE",2,"33","88","37.5000000000000000"
"2010","3","2010-March","29","NE",3,"23","88","26.1363636363636364"
"2010","3","2010-March","29","NE",4,"12","88","13.6363636363636364"
"2010","3","2010-March","29","NE",5,"2","88","2.2727272727272727"
"2010","3","2010-March","29","NW",1,"8","11","72.7272727272727273"
"2010","3","2010-March","29","NW",2,"3","11","27.2727272727272727"
"2010","3","2010-March","29","S",1,"20","32","62.5000000000000000"
"2010","3","2010-March","29","S",2,"9","32","28.1250000000000000"
"2010","3","2010-March","29","S",3,"3","32","9.3750000000000000"
"2010","3","2010-March","29","SE",1,"10","42","23.8095238095238095"
"2010","3","2010-March","29","SE",2,"23","42","54.7619047619047619"
"2010","3","2010-March","29","SE",3,"8","42","19.0476190476190476"
"2010","3","2010-March","29","SE",4,"1","42","2.3809523809523810"
"2010","3","2010-March","29","SW",1,"32","35","91.4285714285714286"
"2010","3","2010-March","29","SW",2,"3","35","8.5714285714285714"
"2010","3","2010-March","29","W",1,"17","19","89.4736842105263158"
"2010","3","2010-March","29","W",2,"2","19","10.5263157894736842"
"2010","3","2010-March","30","E",1,"4","40","10.0000000000000000"
"2010","3","2010-March","30","E",2,"3","40","7.5000000000000000"
"2010","3","2010-March","30","E",3,"19","40","47.5000000000000000"
"2010","3","2010-March","30","E",4,"11","40","27.5000000000000000"
"2010","3","2010-March","30","E",5,"3","40","7.5000000000000000"
"2010","3","2010-March","30","N",1,"19","41","46.3414634146341463"
"2010","3","2010-March","30","N",2,"18","41","43.9024390243902439"
"2010","3","2010-March","30","N",3,"2","41","4.8780487804878049"
"2010","3","2010-March","30","N",5,"2","41","4.8780487804878049"
"2010","3","2010-March","30","NE",1,"19","77","24.6753246753246753"
"2010","3","2010-March","30","NE",2,"13","77","16.8831168831168831"
"2010","3","2010-March","30","NE",3,"20","77","25.9740259740259740"
"2010","3","2010-March","30","NE",4,"13","77","16.8831168831168831"
"2010","3","2010-March","30","NE",5,"8","77","10.3896103896103896"
"2010","3","2010-March","30","NE",6,"4","77","5.1948051948051948"
"2010","3","2010-March","30","NW",1,"39","47","82.9787234042553191"
"2010","3","2010-March","30","NW",2,"8","47","17.0212765957446809"
"2010","3","2010-March","30","S",1,"6","13","46.1538461538461538"
"2010","3","2010-March","30","S",2,"7","13","53.8461538461538462"
"2010","3","2010-March","30","SE",1,"6","12","50.0000000000000000"
"2010","3","2010-March","30","SE",2,"5","12","41.6666666666666667"
"2010","3","2010-March","30","SE",4,"1","12","8.3333333333333333"
"2010","3","2010-March","30","SW",1,"14","18","77.7777777777777778"
"2010","3","2010-March","30","SW",2,"4","18","22.2222222222222222"
"2010","3","2010-March","30","W",1,"30","34","88.2352941176470588"
"2010","3","2010-March","30","W",2,"4","34","11.7647058823529412"
"2010","3","2010-March","31","E",1,"10","73","13.6986301369863014"
"2010","3","2010-March","31","E",2,"24","73","32.8767123287671233"
"2010","3","2010-March","31","E",3,"23","73","31.5068493150684932"
"2010","3","2010-March","31","E",4,"14","73","19.1780821917808219"
"2010","3","2010-March","31","E",5,"2","73","2.7397260273972603"
"2010","3","2010-March","31","N",1,"18","44","40.9090909090909091"
"2010","3","2010-March","31","N",2,"23","44","52.2727272727272727"
"2010","3","2010-March","31","N",3,"3","44","6.8181818181818182"
"2010","3","2010-March","31","NE",1,"13","52","25.0000000000000000"
"2010","3","2010-March","31","NE",2,"16","52","30.7692307692307692"
"2010","3","2010-March","31","NE",3,"22","52","42.3076923076923077"
"2010","3","2010-March","31","NE",4,"1","52","1.9230769230769231"
"2010","3","2010-March","31","NW",1,"37","47","78.7234042553191489"
"2010","3","2010-March","31","NW",2,"10","47","21.2765957446808511"
"2010","3","2010-March","31","S",1,"2","2","100.0000000000000000"
"2010","3","2010-March","31","SE",1,"3","25","12.0000000000000000"
"2010","3","2010-March","31","SE",2,"10","25","40.0000000000000000"
