"year_month","day","hour","wind_speed"
"2010-November","10","21","0.0"
"2010-November","10","21","0.0"
"2010-November","10","21","0.0"
"2010-November","10","21","0.0"
"2010-November","10","21","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","20","0.0"
"2010-November","10","19","0.0"
"2010-November","10","19","0.0"
"2010-November","10","19","0.0"
"2010-November","10","19","0.0"
"2010-November","10","19","0.0"
"2010-November","10","19","0.0"
"2010-November","10","19","0.0"
"2010-November","10","19","0.0"
"2010-November","10","19","0.0"
"2010-November","10","19","0.0"
"2010-November","10","19","0.0"
"2010-November","10","17","0.0"
"2010-November","10","17","0.0"
"2010-November","10","17","0.0"
"2010-November","10","17","0.0"
"2010-November","10","17","0.0"
"2010-November","10","17","0.0"
"2010-November","10","16","0.0"
"2010-November","10","16","0.0"
"2010-November","1","0","0.0"
"2010-November","10","15","0.0"
"2010-November","10","13","0.0"
"2010-November","10","13","0.0"
"2010-November","10","9","0.0"
"2010-November","10","9","0.0"
"2010-November","10","7","0.0"
"2010-November","10","4","0.0"
"2010-November","10","4","0.0"
"2010-November","10","4","0.0"
"2010-November","10","4","0.0"
"2010-November","10","4","0.0"
"2010-November","10","4","0.0"
"2010-November","10","4","0.0"
"2010-November","9","23","0.0"
"2010-November","9","23","0.0"
"2010-November","9","23","0.0"
"2010-November","9","23","0.0"
"2010-November","9","23","0.0"
"2010-November","9","23","0.0"
"2010-November","9","23","0.0"
"2010-November","1","0","0.0"
"2010-November","9","23","0.0"
"2010-November","1","0","0.0"
"2010-November","9","22","0.0"
"2010-November","9","22","0.0"
"2010-November","9","22","0.0"
"2010-November","9","22","0.0"
"2010-November","1","0","0.0"
"2010-November","1","0","0.0"
"2010-November","1","0","0.0"
"2010-November","9","22","0.0"
"2010-November","1","0","0.0"
"2010-November","1","0","0.0"
"2010-November","1","0","0.0"
"2010-November","9","22","0.0"
"2010-November","9","22","0.0"
"2010-November","1","0","0.0"
"2010-November","1","0","0.0"
"2010-November","1","0","0.0"
"2010-November","9","22","0.0"
"2010-November","9","22","0.0"
"2010-November","9","22","0.0"
"2010-November","9","22","0.0"
"2010-November","9","22","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","21","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","20","0.0"
"2010-November","9","19","0.0"
"2010-November","9","19","0.0"
"2010-November","9","19","0.0"
"2010-November","9","19","0.0"
"2010-November","9","19","0.0"
"2010-November","30","0","0.0"
"2010-November","30","0","0.0"
"2010-November","30","0","0.0"
"2010-November","30","0","0.0"
"2010-November","30","0","0.0"
"2010-November","9","19","0.0"
"2010-November","30","0","0.0"
"2010-November","30","0","0.0"
"2010-November","30","0","0.0"
"2010-November","9","19","0.0"
"2010-November","9","19","0.0"
"2010-November","9","19","0.0"
"2010-November","29","21","0.0"
"2010-November","29","20","0.0"
"2010-November","29","20","0.0"
"2010-November","29","17","0.0"
"2010-November","29","17","0.0"
"2010-November","29","17","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","16","0.0"
"2010-November","29","15","0.0"
"2010-November","29","15","0.0"
"2010-November","29","15","0.0"
"2010-November","29","15","0.0"
"2010-November","29","15","0.0"
"2010-November","9","19","0.0"
"2010-November","9","19","0.0"
"2010-November","9","19","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","18","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","17","0.0"
"2010-November","9","16","0.0"
"2010-November","29","7","0.0"
"2010-November","29","7","0.0"
"2010-November","29","7","0.0"
"2010-November","29","7","0.0"
"2010-November","29","7","0.0"
"2010-November","29","7","0.0"
"2010-November","29","7","0.0"
"2010-November","29","7","0.0"
"2010-November","29","7","0.0"
"2010-November","29","6","0.0"
"2010-November","29","6","0.0"
"2010-November","29","6","0.0"
"2010-November","29","6","0.0"
"2010-November","29","6","0.0"
"2010-November","29","6","0.0"
"2010-November","29","6","0.0"
"2010-November","29","6","0.0"
"2010-November","9","16","0.0"
"2010-November","29","6","0.0"
"2010-November","29","6","0.0"
"2010-November","29","6","0.0"
"2010-November","29","6","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","5","0.0"
"2010-November","29","4","0.0"
"2010-November","29","4","0.0"
"2010-November","29","4","0.0"
"2010-November","9","16","0.0"
"2010-November","29","4","0.0"
"2010-November","29","4","0.0"
"2010-November","29","4","0.0"
"2010-November","29","4","0.0"
"2010-November","9","16","0.0"
"2010-November","9","16","0.0"
"2010-November","9","16","0.0"
"2010-November","29","4","0.0"
"2010-November","29","4","0.0"
"2010-November","29","4","0.0"
"2010-November","29","4","0.0"
"2010-November","29","4","0.0"
"2010-November","29","3","0.0"
"2010-November","29","3","0.0"
"2010-November","29","3","0.0"
"2010-November","29","3","0.0"
"2010-November","9","16","0.0"
"2010-November","29","3","0.0"
"2010-November","29","3","0.0"
"2010-November","29","3","0.0"
"2010-November","29","3","0.0"
"2010-November","29","3","0.0"
"2010-November","29","3","0.0"
"2010-November","29","3","0.0"
"2010-November","29","3","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","2","0.0"
"2010-November","29","1","0.0"
"2010-November","28","22","0.0"
"2010-November","9","16","0.0"
"2010-November","9","16","0.0"
"2010-November","9","16","0.0"
"2010-November","9","16","0.0"
"2010-November","9","15","0.0"
"2010-November","9","15","0.0"
"2010-November","9","15","0.0"
"2010-November","9","15","0.0"
"2010-November","9","15","0.0"
"2010-November","9","15","0.0"
"2010-November","9","14","0.0"
"2010-November","9","14","0.0"
"2010-November","9","14","0.0"
"2010-November","9","14","0.0"
"2010-November","28","9","0.0"
"2010-November","28","8","0.0"
"2010-November","28","8","0.0"
"2010-November","28","7","0.0"
"2010-November","28","7","0.0"
"2010-November","28","1","0.0"
"2010-November","28","0","0.0"
"2010-November","28","0","0.0"
"2010-November","27","23","0.0"
"2010-November","27","23","0.0"
"2010-November","27","22","0.0"
"2010-November","27","19","0.0"
"2010-November","27","10","0.0"
"2010-November","27","8","0.0"
"2010-November","27","8","0.0"
"2010-November","27","7","0.0"
"2010-November","27","7","0.0"
"2010-November","27","7","0.0"
"2010-November","27","7","0.0"
"2010-November","27","7","0.0"
"2010-November","27","6","0.0"
"2010-November","27","6","0.0"
"2010-November","27","6","0.0"
"2010-November","27","6","0.0"
"2010-November","27","6","0.0"
"2010-November","27","5","0.0"
"2010-November","27","4","0.0"
"2010-November","27","3","0.0"
"2010-November","27","3","0.0"
"2010-November","27","3","0.0"
"2010-November","27","3","0.0"
"2010-November","26","23","0.0"
"2010-November","26","23","0.0"
"2010-November","26","22","0.0"
"2010-November","26","22","0.0"
"2010-November","26","21","0.0"
"2010-November","26","20","0.0"
"2010-November","26","8","0.0"
"2010-November","26","7","0.0"
"2010-November","26","6","0.0"
"2010-November","26","6","0.0"
"2010-November","26","6","0.0"
"2010-November","26","6","0.0"
"2010-November","26","6","0.0"
"2010-November","26","6","0.0"
"2010-November","26","6","0.0"
"2010-November","26","6","0.0"
"2010-November","26","6","0.0"
"2010-November","26","6","0.0"
"2010-November","26","6","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","5","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","4","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","3","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","2","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","1","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","26","0","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","23","0.0"
"2010-November","25","22","0.0"
"2010-November","25","8","0.0"
"2010-November","25","7","0.0"
"2010-November","25","7","0.0"
"2010-November","25","7","0.0"
"2010-November","25","7","0.0"
"2010-November","25","7","0.0"
"2010-November","25","7","0.0"
"2010-November","25","7","0.0"
"2010-November","25","6","0.0"
"2010-November","25","6","0.0"
"2010-November","25","6","0.0"
"2010-November","25","6","0.0"
"2010-November","25","6","0.0"
"2010-November","25","6","0.0"
"2010-November","25","6","0.0"
"2010-November","25","6","0.0"
"2010-November","25","6","0.0"
"2010-November","25","6","0.0"
"2010-November","25","5","0.0"
"2010-November","25","5","0.0"
"2010-November","25","5","0.0"
"2010-November","25","5","0.0"
"2010-November","9","3","0.0"
"2010-November","9","3","0.0"
"2010-November","9","2","0.0"
"2010-November","9","2","0.0"
"2010-November","9","2","0.0"
"2010-November","25","3","0.0"
"2010-November","25","3","0.0"
"2010-November","8","23","0.0"
"2010-November","8","23","0.0"
"2010-November","8","23","0.0"
"2010-November","8","23","0.0"
"2010-November","25","1","0.0"
"2010-November","25","1","0.0"
"2010-November","25","1","0.0"
"2010-November","25","1","0.0"
"2010-November","25","1","0.0"
"2010-November","25","0","0.0"
"2010-November","25","0","0.0"
"2010-November","25","0","0.0"
"2010-November","25","0","0.0"
"2010-November","25","0","0.0"
"2010-November","25","0","0.0"
"2010-November","25","0","0.0"
"2010-November","25","0","0.0"
"2010-November","24","23","0.0"
"2010-November","24","23","0.0"
"2010-November","24","23","0.0"
"2010-November","24","23","0.0"
"2010-November","8","18","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","6","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","5","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","4","0.0"
"2010-November","24","3","0.0"
"2010-November","24","3","0.0"
"2010-November","24","3","0.0"
"2010-November","24","3","0.0"
"2010-November","24","3","0.0"
"2010-November","24","3","0.0"
"2010-November","24","3","0.0"
"2010-November","24","3","0.0"
"2010-November","24","3","0.0"
"2010-November","8","17","0.0"
"2010-November","8","17","0.0"
"2010-November","8","17","0.0"
"2010-November","24","3","0.0"
"2010-November","24","3","0.0"
"2010-November","24","3","0.0"
"2010-November","24","2","0.0"
"2010-November","24","2","0.0"
"2010-November","24","2","0.0"
"2010-November","8","17","0.0"
"2010-November","24","2","0.0"
"2010-November","24","2","0.0"
"2010-November","24","2","0.0"
"2010-November","24","2","0.0"
"2010-November","24","2","0.0"
"2010-November","24","2","0.0"
"2010-November","24","2","0.0"
"2010-November","24","2","0.0"
"2010-November","24","2","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","1","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","24","0","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","23","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","22","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","21","0.0"
"2010-November","23","20","0.0"
"2010-November","23","20","0.0"
"2010-November","8","14","0.0"
"2010-November","8","14","0.0"
"2010-November","8","14","0.0"
"2010-November","8","14","0.0"
"2010-November","8","14","0.0"
"2010-November","8","14","0.0"
"2010-November","8","13","0.0"
"2010-November","8","13","0.0"
"2010-November","8","13","0.0"
"2010-November","23","7","0.0"
"2010-November","23","7","0.0"
"2010-November","23","7","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","6","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","5","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","4","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","3","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","2","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","1","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","23","0","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","23","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","22","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","21","0.0"
"2010-November","22","20","0.0"
"2010-November","22","20","0.0"
"2010-November","22","20","0.0"
"2010-November","22","20","0.0"
"2010-November","22","20","0.0"
"2010-November","22","20","0.0"
"2010-November","22","8","0.0"
"2010-November","22","8","0.0"
"2010-November","22","7","0.0"
"2010-November","22","7","0.0"
"2010-November","22","7","0.0"
"2010-November","22","7","0.0"
"2010-November","22","5","0.0"
"2010-November","22","5","0.0"
"2010-November","22","5","0.0"
"2010-November","22","5","0.0"
"2010-November","22","5","0.0"
"2010-November","22","5","0.0"
"2010-November","22","4","0.0"
"2010-November","22","4","0.0"
"2010-November","22","4","0.0"
"2010-November","22","4","0.0"
"2010-November","22","4","0.0"
"2010-November","22","4","0.0"
"2010-November","22","4","0.0"
"2010-November","22","4","0.0"
"2010-November","22","4","0.0"
"2010-November","22","4","0.0"
"2010-November","22","2","0.0"
"2010-November","22","2","0.0"
"2010-November","22","2","0.0"
"2010-November","22","2","0.0"
"2010-November","22","2","0.0"
"2010-November","22","2","0.0"
"2010-November","22","0","0.0"
"2010-November","21","23","0.0"
"2010-November","21","23","0.0"
"2010-November","21","23","0.0"
"2010-November","21","23","0.0"
"2010-November","21","22","0.0"
"2010-November","21","14","0.0"
"2010-November","21","14","0.0"
"2010-November","21","13","0.0"
"2010-November","21","13","0.0"
"2010-November","7","20","0.0"
"2010-November","7","20","0.0"
"2010-November","7","19","0.0"
"2010-November","7","18","0.0"
"2010-November","7","18","0.0"
"2010-November","7","18","0.0"
"2010-November","21","12","0.0"
"2010-November","21","11","0.0"
"2010-November","21","9","0.0"
"2010-November","21","9","0.0"
"2010-November","21","9","0.0"
"2010-November","21","9","0.0"
"2010-November","21","7","0.0"
"2010-November","21","7","0.0"
"2010-November","21","7","0.0"
"2010-November","21","7","0.0"
"2010-November","21","7","0.0"
"2010-November","21","6","0.0"
"2010-November","21","6","0.0"
"2010-November","21","6","0.0"
"2010-November","21","6","0.0"
"2010-November","21","6","0.0"
"2010-November","21","5","0.0"
"2010-November","21","5","0.0"
"2010-November","21","1","0.0"
"2010-November","21","1","0.0"
"2010-November","20","23","0.0"
"2010-November","20","22","0.0"
"2010-November","20","22","0.0"
"2010-November","20","22","0.0"
"2010-November","20","22","0.0"
"2010-November","20","22","0.0"
"2010-November","20","22","0.0"
"2010-November","20","21","0.0"
"2010-November","20","21","0.0"
"2010-November","20","21","0.0"
"2010-November","20","21","0.0"
"2010-November","20","19","0.0"
"2010-November","20","19","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","18","0.0"
"2010-November","20","17","0.0"
"2010-November","20","17","0.0"
"2010-November","20","16","0.0"
"2010-November","20","16","0.0"
"2010-November","20","16","0.0"
"2010-November","20","16","0.0"
"2010-November","20","16","0.0"
"2010-November","20","16","0.0"
"2010-November","20","16","0.0"
"2010-November","20","16","0.0"
"2010-November","20","15","0.0"
"2010-November","20","15","0.0"
"2010-November","20","15","0.0"
"2010-November","20","15","0.0"
"2010-November","20","14","0.0"
"2010-November","20","14","0.0"
"2010-November","20","7","0.0"
"2010-November","20","5","0.0"
"2010-November","20","5","0.0"
"2010-November","20","5","0.0"
"2010-November","20","5","0.0"
"2010-November","20","5","0.0"
"2010-November","20","5","0.0"
"2010-November","20","5","0.0"
"2010-November","20","5","0.0"
"2010-November","20","5","0.0"
"2010-November","20","4","0.0"
"2010-November","20","4","0.0"
"2010-November","20","4","0.0"
"2010-November","20","4","0.0"
"2010-November","20","4","0.0"
"2010-November","20","4","0.0"
"2010-November","20","4","0.0"
"2010-November","20","4","0.0"
"2010-November","20","2","0.0"
"2010-November","20","1","0.0"
"2010-November","20","1","0.0"
"2010-November","20","1","0.0"
"2010-November","20","1","0.0"
"2010-November","20","1","0.0"
"2010-November","20","1","0.0"
"2010-November","20","1","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","20","0","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","23","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","22","0.0"
"2010-November","19","21","0.0"
"2010-November","19","21","0.0"
"2010-November","19","20","0.0"
"2010-November","19","20","0.0"
"2010-November","19","20","0.0"
"2010-November","19","20","0.0"
"2010-November","19","20","0.0"
"2010-November","19","20","0.0"
"2010-November","19","20","0.0"
"2010-November","19","19","0.0"
"2010-November","19","19","0.0"
"2010-November","19","19","0.0"
"2010-November","19","19","0.0"
"2010-November","19","19","0.0"
"2010-November","19","19","0.0"
"2010-November","19","19","0.0"
"2010-November","19","19","0.0"
"2010-November","19","18","0.0"
"2010-November","19","18","0.0"
"2010-November","19","18","0.0"
"2010-November","19","18","0.0"
"2010-November","19","18","0.0"
"2010-November","19","17","0.0"
"2010-November","19","6","0.0"
"2010-November","19","5","0.0"
"2010-November","19","5","0.0"
"2010-November","19","5","0.0"
"2010-November","19","5","0.0"
"2010-November","7","3","0.0"
"2010-November","7","1","0.0"
"2010-November","7","0","0.0"
"2010-November","6","23","0.0"
"2010-November","6","23","0.0"
"2010-November","6","23","0.0"
"2010-November","6","23","0.0"
"2010-November","6","23","0.0"
"2010-November","6","22","0.0"
"2010-November","6","22","0.0"
"2010-November","6","22","0.0"
"2010-November","6","22","0.0"
"2010-November","6","22","0.0"
"2010-November","6","22","0.0"
"2010-November","6","22","0.0"
"2010-November","6","21","0.0"
"2010-November","6","21","0.0"
"2010-November","6","19","0.0"
"2010-November","6","19","0.0"
"2010-November","6","15","0.0"
"2010-November","6","15","0.0"
"2010-November","6","15","0.0"
"2010-November","6","14","0.0"
